,fighter,rank,odds,wins,losses,draw,td_pct,td_attempted,td_landed,sig_str_attempted,sig_str_landed,sig_str_pct,kd,tot_str_landed,tot_str_attempted,sub_attempts,pass,rev,age,Height_cms,Stance,Reach_cms,Weight_lbs,win_by_KO/TKO,win_by_Submission
2021,Shawn Jordan,,-155,3,1,0,0.0,0,0,7,2,0.28,0,2,7,0,0,0,28,182.88,Southpaw,190.5,260,3,0
2022,Darrell Montague,,355,0,0,0,0.0,1,0,37,10,0.27,0,10,37,0,0,0,25,167.64,Southpaw,170.18,125,0,0
2023,CB Dollaway,,135,7,4,0,0.37,8,3,118,57,0.48,0,84,145,0,4,0,30,187.96,Orthodox,193.04,185,1,2
2024,Hector Lombard,,-185,1,2,0,0.0,0,0,22,10,0.45,1,13,25,0,0,0,35,175.26,Southpaw,180.34,185,1,0
2025,KJ Noons,,-145,0,1,0,0.0,0,0,167,56,0.33,0,57,168,0,0,0,30,177.8,Orthodox,182.88,155,0,0
2026,Adlan Amagov,,-190,1,0,0,0.0,1,0,26,15,0.57,1,23,34,0,0,0,26,187.96,Orthodox,193.04,170,0,0
2027,Mike Rio,,375,1,1,0,0.0,2,0,8,4,0.5,0,4,8,0,0,0,32,177.8,Orthodox,180.34,155,0,1
2028,Andre Fili,,-200,0,0,0,1.0,1,1,105,55,0.52,0,63,113,0,0,0,23,180.34,Orthodox,187.96,145,0,0
2029,Kyoji Horiguchi,,-145,0,0,0,0.33,3,1,50,30,0.6,1,74,98,0,3,0,23,165.1,Orthodox,167.64,125,0,0
2030,Alexander Gustafsson,1.0,660,7,1,0,0.12,8,1,288,110,0.38,0,114,294,0,0,0,26,195.58,Orthodox,200.66,205,3,2
2031,Eddie Wineland,4.0,600,2,2,0,0.0,0,0,53,11,0.2,0,11,53,0,0,0,29,170.18,Orthodox,175.26,135,1,0
2032,Matt Mitrione,,-155,6,2,0,0.0,0,0,11,7,0.63,0,7,11,0,0,0,35,190.5,Switch,200.66,265,5,0
2033,Khabib Nurmagomedov,,-265,4,0,0,0.45,11,5,130,54,0.41,0,90,169,0,4,0,25,177.8,Orthodox,177.8,155,1,1
2034,Myles Jury,,-420,3,0,0,0.66,6,4,72,22,0.3,0,29,84,0,2,1,24,177.8,Orthodox,185.42,145,1,1
2035,Wilson Reis,,115,0,0,0,0.66,6,4,96,33,0.34,0,78,150,0,2,0,28,162.56,Southpaw,165.1,125,0,0
2036,Stephen Thompson,,-430,2,1,0,1.0,2,2,39,23,0.58,2,36,53,0,3,0,30,182.88,Orthodox,190.5,170,1,0
2037,Dustin Kimura,,-160,1,0,0,0.0,0,0,44,15,0.34,0,15,44,1,0,0,24,170.18,Orthodox,180.34,135,0,1
2038,Renee Forte,,140,1,1,0,0.0,0,0,27,7,0.25,0,7,27,0,0,0,26,170.18,Orthodox,180.34,155,0,0
2039,Jesse Ronson,,-115,0,0,0,1.0,1,1,73,38,0.52,0,41,76,0,1,0,27,177.8,Southpaw,182.88,155,0,0
2040,Alex Caceres,,-140,3,4,0,0.0,0,0,162,106,0.65,0,116,174,0,1,2,25,177.8,Southpaw,185.42,145,0,1
2041,Daniel Omielanczuk,,-250,0,0,0,0.4,5,2,73,49,0.67,1,57,82,1,1,0,31,182.88,Southpaw,187.96,247,0,0
2042,Anthony Pettis,2.0,-110,3,1,0,0.0,0,0,16,9,0.56,0,10,17,1,0,0,26,177.8,Orthodox,182.88,170,2,0
2043,Josh Barnett,10.0,-178,4,1,0,0.0,0,0,38,26,0.68,1,33,46,0,0,0,35,190.5,Orthodox,198.12,250,3,1
2044,Clay Guida,9.0,435,10,7,0,0.0,4,0,99,17,0.17,0,19,101,0,0,0,31,170.18,Orthodox,177.8,155,1,4
2045,Brandon Vera,,145,8,7,0,0.0,1,0,63,41,0.65,0,47,69,0,0,0,35,190.5,Orthodox,193.04,230,4,1
2046,Dustin Poirier,7.0,185,5,2,0,0.33,6,2,92,54,0.58,2,74,112,2,3,0,24,175.26,Southpaw,182.88,155,0,3
2047,Gleison Tibau,,-105,12,7,0,0.5,4,2,55,26,0.47,0,55,84,0,5,0,29,177.8,Southpaw,180.34,155,1,4
2048,Tim Elliott,,-230,1,1,0,1.0,6,6,200,116,0.58,0,270,386,2,6,0,26,170.18,Southpaw,167.64,135,0,0
2049,Hyun Gyu Lim,,235,1,0,0,1.0,1,1,75,26,0.34,2,26,75,0,0,0,28,190.5,Orthodox,195.58,170,1,0
2050,Kyung Ho Kang,,-230,0,1,0,1.0,3,3,70,18,0.25,0,117,173,0,8,1,25,175.26,Orthodox,185.42,135,0,0
2051,Nikita Krylov,,-130,0,0,0,0.0,1,0,68,45,0.66,0,98,123,2,0,0,21,190.5,Orthodox,195.58,205,0,0
2052,Al Iaquinta,,-200,0,1,0,1.0,4,4,177,80,0.45,0,86,183,0,0,0,26,177.8,Orthodox,177.8,155,0,0
2053,Magnus Cedenblad,,-130,0,1,0,0.0,0,0,13,4,0.3,0,4,13,1,1,0,31,195.58,Orthodox,200.66,185,0,0
2054,Martin Kampmann,6.0,255,11,5,0,0.4,15,6,97,35,0.36,0,43,108,0,1,0,31,182.88,Orthodox,182.88,170,2,5
2055,Rafael Dos Anjos,10.0,-115,8,4,0,0.33,6,2,109,39,0.35,1,58,128,0,0,0,28,172.72,Southpaw,177.8,170,1,2
2056,Brian Melancon,,280,1,0,0,0.0,0,0,21,7,0.33,0,9,23,0,0,0,31,172.72,Orthodox,182.88,170,1,0
2057,Robert Whittaker,,-185,2,0,0,0.0,0,0,184,48,0.26,0,49,185,0,0,0,22,182.88,Orthodox,185.42,185,1,0
2058,Erik Perez,,-170,3,0,0,0.45,11,5,113,37,0.32,0,49,127,0,0,0,23,172.72,Orthodox,172.72,135,2,1
2059,Papy Abedi,,285,1,2,0,0.6,5,3,40,19,0.47,0,27,48,3,4,0,35,180.34,Southpaw,187.96,185,0,0
2060,Brandon Thatch,,-270,0,0,0,1.0,1,1,26,17,0.65,2,24,33,0,0,0,28,187.96,Switch,187.96,170,0,0
2061,Hatsu Hioki,,-165,2,2,0,1.0,1,1,69,31,0.44,0,73,114,0,1,1,30,180.34,Orthodox,177.8,145,0,0
2062,Jason High,,120,0,2,0,1.0,1,1,6,1,0.16,0,8,13,2,3,0,31,172.72,Southpaw,180.34,155,0,0
2063,Chael Sonnen,,150,6,6,0,0.66,3,2,9,5,0.55,0,58,70,2,3,0,36,185.42,Southpaw,187.96,205,0,1
2064,Travis Browne,8.0,140,5,2,0,0.0,0,0,27,14,0.51,1,14,27,0,0,0,31,198.12,Orthodox,200.66,255,3,1
2065,Iuri Alcantara,,195,3,2,0,1.0,1,1,23,8,0.34,0,25,43,1,2,0,33,175.26,Southpaw,180.34,135,1,0
2066,Mike Pyle,,115,8,3,0,0.0,0,0,3,0,0.0,0,0,3,0,0,0,37,182.88,Orthodox,187.96,170,3,2
2067,John Howard,,420,4,3,0,0.33,6,2,61,33,0.54,0,92,126,1,1,0,30,170.18,Orthodox,180.34,170,2,0
2068,Michael Johnson,,225,4,4,0,1.0,2,2,255,116,0.45,2,119,259,0,0,0,27,177.8,Southpaw,185.42,145,2,0
2069,Michael McDonald,3.0,-320,4,1,0,0.0,1,0,87,51,0.58,2,54,90,2,0,0,22,175.26,Orthodox,177.8,135,2,0
2070,Max Holloway,,225,3,2,0,0.0,0,0,93,23,0.24,0,32,104,0,0,0,21,180.34,Orthodox,175.26,155,1,0
2071,Steven Siler,,190,4,1,0,0.0,0,0,16,6,0.37,1,6,17,0,0,0,26,180.34,Orthodox,177.8,145,0,1
2072,Daniel Pineda,,167,3,2,0,0.0,8,0,160,61,0.38,0,88,195,0,1,1,28,170.18,Orthodox,175.26,145,0,3
2073,Cole Miller,,130,8,5,0,0.0,0,0,112,32,0.28,0,94,175,0,0,0,29,185.42,Orthodox,187.96,145,1,6
2074,Ovince Saint Preux,,-440,1,0,0,0.0,0,0,11,6,0.54,0,8,13,0,0,0,30,190.5,Southpaw,203.2,205,0,0
2075,James Vick,,175,0,0,0,0.0,0,0,0,0,0.0,0,0,0,1,0,0,26,190.5,Orthodox,193.04,155,0,0
2076,John Moraga,4.0,375,2,0,0,0.2,5,1,76,32,0.42,0,53,103,0,0,0,29,167.64,Orthodox,167.64,125,1,1
2077,Jake Ellenberger,4.0,210,8,2,0,0.33,3,1,97,19,0.19,0,27,106,0,0,0,28,175.26,Orthodox,180.34,170,4,0
2078,Bobby Voelker,,315,0,1,0,0.0,0,0,42,10,0.23,0,11,44,0,0,0,34,182.88,Orthodox,190.5,170,0,0
2079,Jessica Andrade,,435,0,0,0,1.0,1,1,15,10,0.66,0,14,20,1,0,0,21,154.94,Orthodox,157.48,115,0,0
2080,Jorge Masvidal,,-280,1,0,0,0.0,0,0,38,24,0.63,0,66,86,2,3,0,28,180.34,Orthodox,187.96,170,0,0
2081,Tim Means,,245,2,1,0,0.0,0,0,93,38,0.4,0,126,184,0,1,1,29,187.96,Orthodox,190.5,170,1,0
2082,Melvin Guillard,,-155,11,8,0,0.0,0,0,88,39,0.44,1,43,92,0,0,0,30,175.26,Orthodox,172.72,155,6,0
2083,Daron Cruickshank,,-190,2,1,0,0.0,1,0,142,44,0.3,0,44,142,0,0,0,28,172.72,Switch,182.88,155,1,0
2084,Trevor Smith,,165,0,0,0,0.2,5,1,108,87,0.8,0,112,136,1,0,0,32,190.5,Orthodox,190.5,185,0,0
2085,Germaine de Randamie,10.0,-185,0,0,0,0.0,0,0,82,50,0.6,0,82,115,0,0,0,29,175.26,Orthodox,180.34,135,0,0
2086,Justin Salas,,-240,1,1,0,0.33,9,3,140,54,0.38,0,58,144,0,0,0,31,172.72,Southpaw,177.8,155,0,0
2087,Yaotzin Meza,,200,0,1,0,0.5,2,1,7,4,0.57,0,29,33,4,2,0,32,175.26,Orthodox,187.96,145,0,0
2088,Dan Henderson,3.0,175,6,3,0,0.0,0,0,91,40,0.43,0,53,104,0,0,0,42,180.34,Orthodox,187.96,185,1,0
2089,Stipe Miocic,,250,3,1,0,0.12,8,1,172,106,0.61,0,129,197,0,0,0,30,193.04,Orthodox,203.2,240,2,0
2090,Igor Pokrajac,,280,4,5,0,0.0,4,0,40,12,0.3,0,37,65,1,0,0,34,182.88,Orthodox,193.04,205,2,1
2091,Rosi Sexton,,435,0,0,0,0.5,2,1,61,34,0.55,0,115,158,0,1,1,35,160.02,Orthodox,160.02,135,0,0
2092,Shawn Jordan,,-115,2,1,0,0.0,0,0,15,10,0.66,1,16,22,0,0,0,28,182.88,Southpaw,190.5,260,2,0
2093,Tyron Woodley,,-210,1,0,0,0.0,0,0,94,60,0.63,0,97,131,0,0,0,31,175.26,Orthodox,187.96,170,1,0
2094,James Krause,,260,0,0,0,0.5,2,1,188,96,0.51,0,110,204,1,0,1,27,187.96,Orthodox,185.42,170,0,0
2095,Kenny Robertson,,-140,1,2,0,0.16,6,1,119,65,0.54,0,139,218,0,3,0,29,177.8,Orthodox,187.96,170,0,1
2096,Edwin Figueroa,,126,2,2,0,0.0,0,0,89,42,0.47,0,60,109,2,2,2,28,170.18,Orthodox,175.26,135,1,0
2097,John Maguire,,-250,2,2,0,0.42,7,3,41,15,0.36,0,66,95,0,2,0,30,175.26,Southpaw,175.26,155,0,1
2098,Dustin Pague,,310,1,3,0,0.5,2,1,18,15,0.83,0,51,63,7,6,1,25,175.26,Orthodox,187.96,135,0,1
2099,Antonio Silva,4.0,570,2,1,0,0.0,0,0,3,1,0.33,0,2,4,0,0,0,33,193.04,Orthodox,203.2,264,2,0
2100,Mark Hunt,9.0,420,4,1,0,0.0,0,0,99,29,0.29,0,34,105,0,0,0,39,177.8,Orthodox,182.88,265,3,0
2101,James Te Huna,,375,5,1,0,0.0,0,0,21,8,0.38,0,11,24,0,0,0,31,187.96,Orthodox,190.5,185,3,0
2102,TJ Grant,6.0,125,7,3,0,0.0,0,0,52,26,0.5,3,29,55,0,0,0,29,177.8,Orthodox,182.88,155,2,1
2103,KJ Noons,,248,0,0,0,0.0,0,0,122,42,0.34,0,56,136,0,0,0,30,177.8,Orthodox,182.88,155,0,0
2104,Rick Story,,-160,8,4,0,0.42,7,3,111,57,0.51,1,94,149,0,0,0,28,175.26,Southpaw,180.34,170,2,1
2105,Max Holloway,,265,3,1,0,0.0,1,0,193,75,0.38,0,79,197,0,1,0,21,180.34,Orthodox,175.26,155,1,0
2106,Robert Whittaker,,130,1,0,0,1.0,1,1,113,53,0.46,2,54,114,0,0,0,22,182.88,Orthodox,185.42,185,0,0
2107,Abel Trujillo,,275,1,0,0,1.0,1,1,30,11,0.36,0,18,39,0,1,0,29,172.72,Orthodox,177.8,155,1,0
2108,Nah-Shon Burrell,,160,1,0,0,0.0,1,0,121,56,0.46,0,78,144,0,0,0,23,180.34,Orthodox,185.42,170,0,0
2109,George Roop,,265,3,5,0,0.0,0,0,100,44,0.44,1,46,103,0,0,0,31,185.42,Orthodox,182.88,135,1,0
2110,Estevan Payan,,160,0,0,0,0.0,0,0,94,25,0.26,0,46,118,1,0,0,31,177.8,Orthodox,182.88,145,0,0
2111,Luke Rockhold,5.0,-105,0,0,0,0.0,1,0,15,6,0.4,0,6,15,0,0,0,28,190.5,Southpaw,195.58,185,0,0
2112,Chris Camozzi,,500,6,2,0,0.0,0,0,14,4,0.28,0,10,21,0,0,0,26,187.96,Orthodox,193.04,185,0,1
2113,Evan Dunham,,190,7,3,0,0.42,7,3,270,68,0.25,0,90,295,0,0,0,31,177.8,Southpaw,177.8,155,1,1
2114,Joao Zeferino,,270,0,0,0,0.0,2,0,40,14,0.35,0,22,50,2,1,0,27,180.34,Orthodox,185.42,170,0,0
2115,Nik Lentz,10.0,-101,7,4,0,0.23,17,4,95,42,0.44,1,61,114,0,6,0,28,172.72,Orthodox,172.72,155,1,1
2116,Mike Rio,,290,1,0,0,0.33,3,1,11,5,0.45,0,8,14,0,0,0,31,177.8,Orthodox,180.34,155,0,1
2117,John Cholish,,235,1,1,0,0.0,1,0,26,9,0.34,0,9,26,0,0,0,29,180.34,Orthodox,182.88,155,1,0
2118,Michel Prazeres,,175,0,0,0,0.25,12,3,63,30,0.47,0,36,72,0,0,0,31,167.64,Orthodox,170.18,170,0,0
2119,Iliarde Santos,,450,0,0,0,0.0,2,0,10,3,0.3,0,4,11,0,0,0,32,165.1,Orthodox,167.64,125,0,0
2120,Roger Hollett,,245,0,1,0,0.28,7,2,44,29,0.65,0,32,47,0,2,0,34,180.34,Orthodox,177.8,205,0,0
2121,Azamat Gashimov,,-115,0,1,0,0.0,3,0,38,7,0.18,0,8,39,0,0,0,23,167.64,Orthodox,167.64,125,0,0
2122,Chris Cariaso,7.0,155,4,2,0,1.0,1,1,90,26,0.28,0,64,129,1,2,0,31,160.02,Southpaw,160.02,125,0,0
2123,Jeremy Larsen,,285,0,1,0,0.28,7,2,108,52,0.48,1,59,116,0,0,0,28,177.8,Orthodox,177.8,145,0,0
2124,Chael Sonnen,,685,6,5,0,0.0,0,0,15,6,0.4,0,38,51,0,0,0,36,185.42,Southpaw,187.96,205,0,1
2125,Alan Belcher,10.0,165,9,5,0,0.0,3,0,150,29,0.19,0,29,150,0,0,0,29,187.96,Orthodox,185.42,185,4,3
2126,Cheick Kongo,,215,11,6,0,0.0,0,0,6,4,0.66,0,8,10,0,0,0,37,193.04,Orthodox,208.28,240,6,0
2127,Vinny Magalhaes,,255,1,2,0,0.33,3,1,151,29,0.19,0,30,152,0,0,0,28,190.5,Orthodox,200.66,205,0,1
2128,Yancy Medeiros,,170,0,0,0,0.0,0,0,18,4,0.22,0,4,18,0,0,0,25,177.8,Orthodox,190.5,155,0,0
2129,Ovince Saint Preux,,-145,0,0,0,0.0,2,0,84,47,0.55,0,57,94,0,0,0,30,190.5,Southpaw,203.2,205,0,0
2130,Sheila Gaff,9.0,480,0,0,0,0.0,0,0,12,7,0.58,0,15,20,0,0,0,23,165.1,Orthodox,157.48,135,0,0
2131,Johnny Bedford,,-110,2,0,0,0.0,1,0,131,50,0.38,0,59,140,0,0,1,30,177.8,Orthodox,180.34,135,2,0
2132,Cody McKenzie,,188,2,3,0,0.38,13,5,54,30,0.55,0,84,111,4,5,0,25,182.88,Switch,182.88,155,0,2
2133,Kurt Holobaugh,,105,0,0,0,0.5,2,1,92,41,0.44,0,133,196,2,0,0,26,180.34,Orthodox,177.8,155,0,0
2134,Gilbert Melendez,1.0,280,0,0,0,1.0,1,1,191,43,0.22,0,56,204,0,0,0,31,175.26,Orthodox,185.42,145,0,0
2135,Daniel Cormier,3.0,-375,0,0,0,0.0,1,0,96,59,0.61,0,102,139,0,0,0,34,180.34,Orthodox,182.88,235,0,0
2136,Josh Thomson,,135,2,1,0,1.0,1,1,71,36,0.5,1,44,79,0,0,0,34,177.8,Orthodox,180.34,155,1,0
2137,Jordan Mein,,-320,1,0,0,0.0,0,0,58,24,0.41,1,25,59,0,1,0,23,182.88,Orthodox,185.42,170,1,0
2138,Darren Elkins,,510,6,1,0,0.0,0,0,29,2,0.6,0,2,29,0,0,0,28,177.8,Orthodox,180.34,145,2,0
2139,Lorenz Larkin,,100,0,0,0,0.0,0,0,82,32,0.39,0,36,88,0,1,1,26,180.34,Orthodox,182.88,170,0,0
2140,Myles Jury,,-210,2,0,0,1.0,2,2,24,5,0.2,1,14,37,0,1,1,24,177.8,Orthodox,185.42,145,0,1
2141,Darren Uyenoyama,8.0,480,2,0,0,0.0,2,0,33,11,0.33,0,11,33,0,0,0,33,167.64,Orthodox,162.56,125,0,1
2142,Jorge Masvidal,,-120,0,0,0,0.75,8,6,132,50,0.37,0,71,157,0,2,0,28,180.34,Orthodox,187.96,170,0,0
2143,Hugo Viana,,290,2,0,0,0.0,0,0,34,11,0.32,0,13,36,0,0,0,30,167.64,Orthodox,170.18,135,1,0
2144,Roger Bowling,,165,0,0,0,1.0,1,1,76,27,0.35,0,32,82,0,0,0,30,175.26,Orthodox,172.72,155,0,0
2145,Yoel Romero,,-175,0,0,0,0.0,1,0,12,12,1.0,1,12,12,0,0,0,35,182.88,Southpaw,185.42,185,0,0
2146,Scott Jorgensen,7.0,390,3,2,0,0.16,6,1,168,73,0.43,0,76,173,0,0,0,30,165.1,Orthodox,167.64,135,1,1
2147,Kelvin Gastelum,,258,0,0,0,0.5,6,3,74,31,0.41,0,81,141,0,5,0,21,175.26,Southpaw,180.34,185,0,0
2148,Cat Zingano,4.0,-115,0,0,0,1.0,1,1,42,35,0.83,0,107,120,1,4,2,30,167.64,Southpaw,172.72,145,0,0
2149,Gabriel Gonzaga,,225,9,5,0,0.0,2,0,1,1,1.0,0,3,3,0,0,0,33,187.96,Orthodox,193.04,242,5,4
2150,Kevin Casey,,405,0,0,0,0.0,1,0,22,14,0.63,0,64,76,2,0,0,31,180.34,Southpaw,195.58,185,0,0
2151,Collin Hart,,105,0,0,0,0.16,12,2,212,95,0.44,0,104,223,0,1,0,23,185.42,Orthodox,193.04,185,0,0
2152,Jimmy Quinlan,,120,0,0,0,0.25,4,1,10,7,0.7,0,7,10,0,1,0,26,182.88,Orthodox,182.88,185,0,0
2153,Clint Hester,,-140,0,0,0,0.0,1,0,143,66,0.46,2,78,156,0,0,0,26,187.96,Orthodox,195.58,205,0,0
2154,Bart Palaszewski,,-150,1,2,0,0.0,0,0,62,18,0.29,0,18,62,0,0,0,29,175.26,Orthodox,177.8,145,1,0
2155,Maximo Blanco,,-195,0,1,0,0.5,4,2,145,52,0.35,0,86,180,1,1,0,29,172.72,Orthodox,180.34,145,0,0
2156,Daniel Pineda,,-110,2,2,0,0.66,3,2,2,1,0.5,0,4,5,1,3,0,27,170.18,Orthodox,175.26,145,0,2
2157,Nick Diaz,3.0,465,7,5,0,0.0,0,0,136,41,0.3,0,80,176,1,0,0,29,185.42,Southpaw,193.04,185,4,2
2158,Johny Hendricks,1.0,105,9,1,0,0.8,15,12,71,30,0.42,0,69,112,0,1,0,29,175.26,Southpaw,175.26,185,5,0
2159,Nate Marquardt,,125,10,4,0,0.0,0,0,23,13,0.56,0,13,23,0,0,0,33,182.88,Orthodox,187.96,185,4,2
2160,Chris Camozzi,,135,5,2,0,0.0,0,0,247,64,0.25,0,67,250,0,0,0,26,187.96,Orthodox,193.04,185,0,1
2161,Colin Fletcher,,400,0,1,0,0.0,2,0,127,37,0.29,0,61,152,0,0,0,30,187.96,Orthodox,198.12,155,0,0
2162,Bobby Voelker,,175,0,0,0,0.8,5,4,175,83,0.47,0,153,265,0,1,0,33,182.88,Orthodox,190.5,170,0,0
2163,Darren Elkins,,-230,5,1,0,0.0,2,0,54,14,0.25,1,19,59,0,0,0,28,177.8,Orthodox,180.34,145,1,0
2164,Jordan Mein,,-300,0,0,0,0.0,0,0,53,29,0.54,1,29,53,0,0,0,23,182.88,Orthodox,185.42,170,0,0
2165,Daron Cruickshank,,120,2,0,0,0.0,4,0,198,51,0.25,0,51,198,0,0,0,27,172.72,Switch,182.88,155,1,0
2166,Quinn Mulhern,,330,0,0,0,0.0,1,0,50,9,0.18,0,9,51,0,0,0,28,190.5,Orthodox,193.04,155,0,0
2167,Issei Tamura,,540,1,1,0,0.0,1,0,20,11,0.55,0,17,28,0,0,0,29,165.1,Orthodox,160.02,135,1,0
2168,Reuben Duran,,-120,1,2,0,0.16,6,1,56,30,0.53,0,56,82,0,1,0,29,170.18,Orthodox,175.26,135,0,1
2169,Liz Carmouche,,700,0,0,0,0.0,0,0,6,4,0.66,0,22,24,1,1,0,29,167.64,Orthodox,167.64,125,0,0
2170,Dan Henderson,1.0,177,6,2,0,0.33,3,1,64,20,0.31,0,54,98,0,0,0,42,180.34,Orthodox,187.96,185,1,0
2171,Ivan Menjivar,10.0,318,4,2,0,1.0,1,1,7,3,0.42,0,19,23,0,1,0,30,167.64,Orthodox,162.56,145,1,2
2172,Josh Neer,,330,6,8,0,0.0,0,0,152,63,0.41,0,71,160,0,0,0,29,180.34,Orthodox,182.88,170,0,3
2173,Robbie Lawler,,280,4,3,0,0.0,0,0,15,9,0.6,0,16,22,0,0,0,30,180.34,Southpaw,187.96,170,2,0
2174,Lavar Johnson,,-105,2,1,0,1.0,1,1,52,36,0.69,0,170,213,0,1,0,35,193.04,Orthodox,208.28,240,2,0
2175,Anton Kuivanen,,175,1,1,0,0.0,0,0,55,18,0.32,0,18,55,0,0,0,28,172.72,Orthodox,182.88,155,0,0
2176,Matt Grice,,365,2,4,0,0.8,12,1,162,82,0.5,1,91,171,0,2,0,31,172.72,Orthodox,177.8,145,0,0
2177,Caros Fodor,,-160,0,0,0,0.23,13,3,92,47,0.51,0,80,127,0,0,0,29,175.26,Orthodox,193.04,155,0,0
2178,Brock Jardine,,-145,0,1,0,0.0,0,0,3,1,0.33,0,1,3,1,0,0,27,180.34,Orthodox,185.42,170,0,0
2179,Neil Magny,,-145,0,0,0,0.8,5,4,120,65,0.54,0,97,158,0,5,1,25,190.5,Orthodox,203.2,170,0,0
2180,Yuri Villefort,,-155,0,0,0,0.5,6,3,112,48,0.42,0,49,114,1,5,1,21,182.88,Orthodox,185.42,170,0,0
2181,Michael McDonald,2.0,265,4,0,0,0.0,1,0,92,26,0.28,0,29,95,0,0,0,22,175.26,Orthodox,177.8,135,2,0
2182,Dustin Poirier,7.0,-110,5,1,0,0.22,9,2,140,58,0.41,0,70,158,0,0,0,24,175.26,Southpaw,182.88,155,0,3
2183,Cyrille Diabate,,185,4,2,0,0.0,0,0,14,9,0.64,0,11,16,0,0,0,39,198.12,Southpaw,205.74,205,1,1
2184,Jorge Santiago,,300,1,4,0,0.0,0,0,123,43,0.34,0,52,134,0,0,0,32,185.42,Orthodox,187.96,170,1,0
2185,Ryan Jimmo,,190,1,0,0,0.0,2,0,52,34,0.65,1,56,77,0,2,0,31,185.42,Orthodox,185.42,205,1,0
2186,Renee Forte,,320,0,1,0,0.66,3,2,119,47,0.39,1,78,154,0,4,0,25,170.18,Orthodox,180.34,155,0,0
2187,Danny Castillo,,-103,4,2,0,0.66,6,4,67,38,0.56,0,67,104,0,2,0,33,175.26,Orthodox,180.34,155,1,0
2188,Josh Grispi,,-155,0,3,0,0.5,2,1,26,7,0.26,0,19,38,2,1,0,24,180.34,Orthodox,187.96,145,0,0
2189,Stanislav Nedkov,,100,1,1,0,0.83,6,5,78,39,0.5,0,61,102,0,0,0,31,180.34,Orthodox,180.34,205,1,0
2190,Motonobu Tezuka,,117,0,1,0,0.6,15,1,35,4,0.11,0,17,56,1,0,0,25,170.18,Southpaw,167.64,135,0,0
2191,Ulysses Gomez,10.0,-200,0,1,0,0.0,3,0,159,35,0.22,0,35,159,0,0,0,29,167.64,Orthodox,167.64,125,0,0
2192,John Dodson,,205,3,0,0,0.25,4,1,156,57,0.36,1,71,170,0,0,0,28,160.02,Orthodox,167.64,135,2,0
2193,Donald Cerrone,,140,6,1,0,0.0,0,0,12,4,0.33,0,4,12,0,0,0,29,185.42,Orthodox,185.42,155,2,2
2194,Ricardo Lamas,,205,3,0,0,0.25,8,2,56,32,0.57,0,40,65,0,0,0,30,172.72,Orthodox,180.34,145,1,1
2195,Matt Wiman,,170,9,4,0,0.0,1,0,57,18,0.31,0,18,58,0,0,0,29,177.8,Orthodox,172.72,155,2,3
2196,Hatsu Hioki,,190,2,1,0,0.0,0,0,99,41,0.41,0,74,138,1,0,0,29,180.34,Orthodox,177.8,145,0,0
2197,Pascal Krauss,,-275,1,1,0,0.5,2,1,309,163,0.52,0,197,344,1,0,0,25,185.42,Orthodox,182.88,170,0,0
2198,Vladimir Matyushenko,,450,7,4,0,0.0,0,0,4,0,0.0,0,1,5,0,0,0,42,182.88,Orthodox,187.96,205,3,0
2199,Shawn Jordan,,120,1,1,0,1.0,2,2,72,42,0.58,0,56,88,0,4,0,28,182.88,Southpaw,190.5,260,1,0
2200,Sean Spencer,,215,0,0,0,0.0,0,0,84,12,0.14,0,14,86,0,0,0,25,177.8,Southpaw,190.5,170,0,0
2201,David Mitchell,,210,0,2,0,0.5,2,1,159,60,0.37,0,121,234,2,1,1,33,182.88,Orthodox,193.04,170,0,0
2202,Michael Bisping,,111,13,4,0,0.0,1,0,66,14,0.21,0,14,66,0,0,0,33,185.42,Orthodox,190.5,185,8,0
2203,CB Dollaway,,130,6,4,0,0.33,6,2,152,62,0.4,0,73,164,0,3,1,29,187.96,Orthodox,193.04,185,1,2
2204,Ben Rothwell,,105,2,2,0,0.0,0,0,27,12,0.44,0,15,32,0,0,0,31,193.04,Orthodox,198.12,265,1,0
2205,Khabib Nurmagomedov,,-190,2,0,0,0.0,0,0,31,22,0.7,1,22,31,0,1,0,24,177.8,Orthodox,177.8,155,0,1
2206,Milton Vieira,,-165,0,1,0,0.83,6,5,34,17,0.5,0,58,84,0,0,0,34,182.88,Orthodox,182.88,145,0,0
2207,Andrew Craig,,285,2,0,0,0.0,1,0,29,20,0.68,0,90,106,0,1,1,27,185.42,Orthodox,193.04,170,1,0
2208,Nik Lentz,,125,6,4,0,0.47,21,10,74,56,0.75,0,205,234,0,8,0,28,172.72,Orthodox,172.72,155,1,1
2209,Lucas Martins,,290,0,0,0,0.0,0,0,31,12,0.38,0,12,31,0,0,0,24,182.88,Southpaw,182.88,145,0,0
2210,Ildemar Alcantara,,195,0,0,0,0.66,3,2,55,24,0.43,0,39,70,3,1,0,30,187.96,Orthodox,198.12,185,0,0
2211,CJ Keith,,390,0,1,0,0.0,1,0,9,3,0.33,0,5,11,0,0,1,26,182.88,Orthodox,185.0,155,0,0
2212,Cain Velasquez,,175,8,1,0,0.33,33,11,224,111,0.49,1,210,339,0,3,0,30,185.42,Orthodox,195.58,240,7,0
2213,Joe Lauzon,,170,9,4,0,0.0,1,0,123,35,0.28,0,40,128,3,1,1,28,177.8,Orthodox,180.34,155,2,7
