,fighter,rank,odds,wins,losses,draw,td_pct,td_attempted,td_landed,sig_str_attempted,sig_str_landed,sig_str_pct,kd,tot_str_landed,tot_str_attempted,sub_attempts,pass,rev,age,Height_cms,Stance,Reach_cms,Weight_lbs,win_by_KO/TKO,win_by_Submission
1484,Tecia Torres,5.0,-235,1,0,0,0.16,12,2,80,32,0.4,0,86,144,0,4,0,25,154.94,Orthodox,152.4,115,0,0
1485,Henry Cejudo,7.0,-1275,2,0,0,0.6,15,1,143,62,0.43,0,133,219,0,0,0,28,162.56,Orthodox,162.56,135,0,0
1486,Efrain Escudero,,120,4,5,0,0.0,0,0,1,1,1.0,0,1,1,1,0,0,29,175.26,Orthodox,177.8,155,1,0
1487,Alejandro Perez,,-160,1,0,0,0.0,1,0,1,0,0.0,0,0,1,0,0,0,25,167.64,Orthodox,170.18,135,0,0
1488,Francisco Trevino,,415,1,0,0,0.0,2,0,74,34,0.45,0,49,90,0,1,1,33,175.26,Orthodox,177.8,155,0,0
1489,Augusto Montano,,-110,1,0,0,0.0,0,0,55,21,0.38,0,28,62,0,0,0,30,185.42,Orthodox,185.42,170,1,0
1490,Gabriel Benitez,,215,1,0,0,0.0,0,0,106,60,0.56,0,97,144,1,1,0,26,172.72,Southpaw,180.34,145,0,1
1491,Carlos Condit,4.0,-350,6,4,0,0.66,3,2,162,75,0.46,1,107,200,0,5,0,31,187.96,Orthodox,190.5,170,4,0
1492,Nik Lentz,9.0,225,9,5,0,0.2,10,2,69,37,0.53,0,58,95,1,5,0,30,172.72,Orthodox,172.72,155,1,1
1493,KJ Noons,,160,2,2,0,0.0,0,0,11,7,0.63,0,7,11,0,0,0,32,177.8,Orthodox,182.88,155,1,0
1494,Francimar Barroso,,235,1,1,0,0.0,14,0,96,46,0.47,0,67,117,0,0,0,35,185.42,Orthodox,190.5,205,0,0
1495,Francisco Trinaldo,,215,6,3,0,0.0,0,0,191,66,0.34,0,70,196,0,0,0,36,175.26,Southpaw,177.8,155,1,2
1496,Jussier Formiga,4.0,-105,3,2,0,0.8,5,4,54,21,0.38,1,36,71,0,4,0,30,165.1,Orthodox,170.18,125,0,1
1497,Elizeu Zaleski dos Santos,,230,0,0,0,0.0,2,0,131,57,0.43,0,61,135,0,0,1,28,180.34,Orthodox,185.42,170,0,0
1498,Lucas Martins,,345,3,2,0,0.0,0,0,23,7,0.3,0,11,27,0,0,0,26,182.88,Southpaw,182.88,145,2,1
1499,Juliana Lima,13.0,-170,1,1,0,1.0,3,3,72,41,0.56,0,119,162,0,0,0,33,165.1,Orthodox,165.1,115,0,0
1500,Luiz Dutra,,135,0,1,0,0.0,2,0,43,21,0.48,0,28,52,0,0,0,33,180.34,Orthodox,180.34,170,0,0
1501,Anthony Johnson,1.0,-120,10,4,0,0.5,2,1,50,23,0.46,1,28,56,0,0,0,31,187.96,Orthodox,198.12,205,8,0
1502,Chris Weidman,0.0,-420,8,0,0,0.5,2,1,69,46,0.66,0,50,73,0,2,0,30,187.96,Orthodox,198.12,185,3,2
1503,Donald Cerrone,3.0,-700,14,3,0,0.0,0,0,171,71,0.41,0,71,171,0,0,0,32,185.42,Orthodox,185.42,155,4,4
1504,Travis Browne,3.0,-500,8,3,0,0.0,0,0,38,15,0.39,1,15,38,0,0,0,32,198.12,Orthodox,200.66,255,6,1
1505,Joseph Benavidez,2.0,-750,8,2,0,0.66,6,4,109,63,0.57,0,116,168,0,8,0,30,162.56,Southpaw,165.1,125,3,1
1506,John Dodson,1.0,-800,5,1,0,0.66,3,2,98,31,0.31,0,32,99,0,1,0,30,160.02,Orthodox,167.64,135,3,0
1507,Dong Hyun Kim,8.0,-210,10,4,0,0.12,8,1,44,30,0.68,0,135,165,1,2,0,33,187.96,Southpaw,193.04,170,3,0
1508,Uriah Hall,,-420,3,2,0,0.33,3,1,74,43,0.58,0,47,78,0,0,0,30,182.88,Orthodox,200.66,185,0,0
1509,Mike Pyle,,265,9,5,0,0.0,0,0,26,16,0.61,0,33,46,2,2,1,39,182.88,Orthodox,187.96,170,4,2
1510,Islam Makhachev,,-500,0,0,0,0.6,5,3,50,32,0.64,0,53,80,1,3,0,23,177.8,Orthodox,177.8,155,0,0
1511,Frankie Edgar,2.0,-550,12,5,0,0.38,13,5,258,83,0.32,0,91,266,0,2,0,33,167.64,Orthodox,172.72,145,3,2
1512,Mark Munoz,,115,8,6,0,0.56,16,9,71,35,0.49,0,43,79,0,3,0,37,182.88,Orthodox,182.88,185,4,0
1513,Hyun Gyu Lim,,105,3,1,0,0.0,0,0,36,15,0.41,0,15,36,0,0,0,30,190.5,Orthodox,195.58,170,3,0
1514,Phillipe Nover,,135,0,3,0,0.5,12,6,24,12,0.5,0,54,74,0,0,0,31,175.26,Orthodox,182.88,145,0,0
1515,Mark Eddiva,,320,1,1,0,0.0,4,0,77,32,0.41,0,36,82,0,0,0,29,172.72,Orthodox,172.72,145,0,0
1516,Tae Hyun Bang,,190,1,1,0,1.0,1,1,34,12,0.35,0,12,34,0,0,0,32,175.26,Switch,180.34,155,1,0
1517,Nolan Ticman,,-270,0,1,0,0.0,5,0,109,52,0.47,0,52,109,0,0,1,26,167.64,Orthodox,175.26,125,0,0
1518,Demetrious Johnson,0.0,-980,9,2,0,0.63,22,14,121,66,0.54,0,149,208,1,6,0,28,160.02,Orthodox,167.64,125,1,2
1519,Michael Bisping,10.0,-145,15,7,0,0.0,0,0,202,75,0.37,0,80,207,0,0,0,36,185.42,Orthodox,190.5,185,9,0
1520,John Makdessi,,-110,5,3,0,0.0,2,0,98,47,0.47,2,59,114,0,0,0,29,172.72,Orthodox,172.72,155,2,0
1521,Yves Jabouin,,335,5,3,0,1.0,1,1,56,20,0.35,0,20,56,0,0,0,35,170.18,Orthodox,172.72,135,0,0
1522,Patrick Cote,,-260,7,9,0,0.5,6,3,48,21,0.43,0,110,151,1,6,1,35,180.34,Orthodox,180.34,170,2,0
1523,Alexis Davis,3.0,178,3,1,0,0.33,3,1,99,34,0.34,0,40,106,1,1,0,30,167.64,Orthodox,172.72,125,0,0
1524,Chad Laprise,,-420,2,0,0,0.0,1,0,172,84,0.48,0,84,172,0,0,0,28,177.8,Orthodox,180.34,170,0,0
1525,Olivier Aubin-Mercier,,-340,1,1,0,0.2,15,3,86,49,0.56,1,82,127,1,2,0,26,175.26,Southpaw,177.8,155,0,1
1526,Nordine Taleb,,-210,2,0,0,1.0,6,6,64,36,0.56,0,64,97,0,5,0,33,185.42,Orthodox,187.96,170,0,0
1527,Jessica Rakoczy,,105,0,1,0,0.2,5,1,107,46,0.42,0,60,125,1,2,1,38,170.18,Orthodox,172.72,115,0,0
1528,Randa Markos,6.0,-275,0,1,0,0.5,4,2,52,18,0.34,0,131,171,1,4,0,29,162.56,Orthodox,160.02,115,0,0
1529,Lyoto Machida,2.0,125,14,5,0,0.0,0,0,27,13,0.48,0,19,33,0,0,0,36,185.42,Southpaw,187.96,185,6,1
1530,Jacare Souza,,-1600,4,0,0,1.0,1,1,9,6,0.66,0,10,13,1,1,0,35,185.42,Orthodox,182.88,185,1,2
1531,Cub Swanson,5.0,-155,6,2,0,0.0,3,0,136,56,0.41,0,58,138,0,0,0,31,172.72,Orthodox,177.8,145,4,0
1532,Felice Herrig,8.0,100,1,0,0,0.0,4,0,47,28,0.59,0,44,67,1,1,1,30,162.56,Orthodox,165.1,115,0,1
1533,Jim Miller,12.0,145,13,5,0,0.0,0,0,27,11,0.4,0,24,43,3,1,1,31,172.72,Southpaw,180.34,155,2,6
1534,Ovince Saint Preux,8.0,-105,5,1,0,0.0,1,0,41,18,0.43,1,18,41,0,0,0,32,190.5,Southpaw,203.2,205,3,1
1535,Corey Anderson,,-400,2,0,0,0.0,4,0,279,111,0.39,0,113,281,0,0,0,25,190.5,Orthodox,200.66,205,1,0
1536,Takeya Mizugaki,6.0,285,7,3,0,0.0,1,0,42,13,0.3,0,19,49,0,0,0,31,170.18,Orthodox,172.72,135,1,0
1537,George Sullivan,,135,2,0,0,0.0,5,0,164,39,0.23,0,43,169,0,0,0,34,182.88,Orthodox,185.42,170,1,0
1538,Diego Brandao,,-140,4,3,0,0.66,3,2,24,12,0.5,0,25,39,0,1,0,27,170.18,Orthodox,172.72,145,0,2
1539,Eddie Gordon,,-370,1,1,0,1.0,3,3,140,37,0.26,0,48,154,0,1,0,31,182.88,Orthodox,193.04,185,1,0
1540,Jimi Manuwa,9.0,100,3,1,0,0.0,2,0,86,43,0.5,0,81,130,0,0,0,35,185.42,Orthodox,200.66,205,1,0
1541,Pawel Pawlak,,190,0,1,0,0.75,4,3,60,30,0.5,0,77,113,0,5,0,26,182.88,Orthodox,185.42,170,0,0
1542,Joanne Calderwood,6.0,-550,1,0,0,0.0,0,0,24,11,0.45,0,13,26,0,0,0,29,167.64,Orthodox,165.1,125,0,0
1543,Seth Baczynski,,150,5,5,0,0.0,0,0,4,0,0.0,0,0,4,0,0,0,33,190.5,Orthodox,187.96,170,1,2
1544,Bartosz Fabinski,,-135,0,0,0,0.9,11,10,53,41,0.77,0,116,132,0,7,0,28,182.88,Orthodox,190.5,170,0,0
1545,Sergio Moraes,,-550,2,1,0,0.66,3,2,82,51,0.62,0,51,82,0,3,0,32,182.88,Orthodox,182.88,170,0,2
1546,Damian Stasiak,,-135,0,0,0,0.5,2,1,23,14,0.6,0,16,25,1,2,1,25,165.1,Orthodox,177.8,135,0,0
1547,Daniel Omielanczuk,,-135,1,1,0,0.33,3,1,44,36,0.81,0,81,91,0,0,0,32,182.88,Southpaw,187.96,247,1,0
1548,Marcin Bandel,,135,0,1,0,0.0,5,0,5,3,0.6,0,5,7,0,0,0,25,177.8,Orthodox,177.8,155,0,0
1549,Taylor Lapilus,,-150,0,0,0,0.66,3,2,143,80,0.55,0,86,149,1,0,1,23,167.64,Southpaw,185.42,135,0,0
1550,Demian Maia,7.0,-105,13,6,0,0.35,14,5,69,36,0.52,0,76,121,2,14,0,37,185.42,Southpaw,182.88,170,1,6
1551,Erick Silva,,-460,5,4,0,0.0,1,0,32,14,0.43,0,16,34,1,0,0,30,182.88,Orthodox,187.96,170,2,3
1552,Leonardo Santos,,140,2,1,0,0.5,2,1,39,12,0.3,0,16,43,1,2,0,35,182.88,Orthodox,190.5,155,0,1
1553,Amanda Nunes,9.0,-750,2,1,0,0.0,0,0,17,15,0.88,1,17,20,0,0,0,26,172.72,Orthodox,175.26,145,2,0
1554,Gilbert Burns,,-800,2,0,0,0.4,5,2,44,17,0.38,0,37,69,2,2,0,28,177.8,Orthodox,180.34,155,0,1
1555,Godofredo Pepey,,265,3,3,0,0.0,2,0,4,1,0.25,0,5,8,1,0,0,27,170.18,Orthodox,185.42,145,1,1
1556,Francisco Trinaldo,,-200,5,3,0,1.0,3,3,115,39,0.33,0,91,169,0,0,0,36,175.26,Southpaw,177.8,155,1,2
1557,Leonardo Mafra,,-170,0,2,0,0.83,6,5,191,94,0.49,0,151,252,0,9,0,25,177.8,Orthodox,177.8,155,0,0
1558,Jorge de Oliveira,,175,0,1,0,0.0,0,0,4,0,0.0,0,11,16,0,0,0,35,172.72,Orthodox,180.34,155,0,0
1559,Bentley Syler,,135,0,0,0,0.0,0,0,79,15,0.18,0,25,90,0,0,0,32,162.56,Orthodox,172.72,125,0,0
1560,Anthony Pettis,0.0,-450,5,1,0,0.0,1,0,162,54,0.33,0,96,205,0,0,0,28,177.8,Orthodox,182.88,170,2,2
1561,Carla Esparza,0.0,-160,1,0,0,0.5,17,1,22,4,0.18,0,6,24,0,0,0,27,154.94,Orthodox,160.02,115,0,1
1562,Johny Hendricks,1.0,-380,11,3,0,0.9,10,9,67,36,0.53,0,85,124,0,5,0,31,175.26,Southpaw,175.26,185,5,0
1563,Roy Nelson,8.0,150,7,6,0,0.0,4,0,77,23,0.29,1,23,77,0,0,0,38,182.88,Orthodox,182.88,263,7,0
1564,Chris Cariaso,10.0,600,7,4,0,0.0,0,0,71,22,0.3,0,41,92,0,0,0,33,160.02,Southpaw,160.02,125,1,0
1565,Ross Pearson,,-370,8,6,0,0.0,0,0,75,25,0.33,1,25,75,0,0,0,30,172.72,Orthodox,175.26,155,3,0
1566,Elias Theodorou,,-335,2,0,0,0.5,4,2,113,39,0.34,0,55,135,0,0,0,26,185.42,Orthodox,190.5,185,1,0
1567,Daron Cruickshank,,-120,6,4,0,0.0,5,0,43,17,0.39,0,18,44,0,0,0,29,172.72,Switch,182.88,155,3,0
1568,Jared Rosholt,,-310,3,1,0,0.33,6,2,45,22,0.48,0,51,79,0,2,0,28,187.96,Orthodox,190.5,265,0,0
1569,Sergio Pettis,,-660,3,1,0,0.33,3,1,100,39,0.39,0,51,113,0,1,0,21,167.64,Orthodox,175.26,135,0,0
1570,Jake Lindsey,,575,0,2,0,0.0,0,0,23,6,0.26,0,6,23,0,0,0,28,180.34,Switch,180.34,155,0,0
1571,Larissa Pacheco,,-125,0,1,0,0.0,0,0,60,8,0.13,0,13,66,0,0,0,20,170.18,Orthodox,175.26,135,0,0
1572,Ronda Rousey,0.0,-660,4,0,0,0.0,0,0,0,0,0.0,0,0,0,1,0,1,28,170.18,Orthodox,172.72,135,2,2
1573,Raquel Pennington,14.0,425,2,1,0,0.0,5,0,139,40,0.28,0,51,150,0,0,0,26,170.18,Orthodox,170.18,135,0,1
1574,Jake Ellenberger,11.0,-140,8,5,0,0.0,0,0,52,15,0.28,0,26,64,1,1,0,29,175.26,Orthodox,180.34,170,4,0
1575,Alan Jouban,,-250,1,1,0,0.0,0,0,25,12,0.48,0,12,25,0,0,0,33,182.88,Southpaw,185.42,170,1,0
1576,Tony Ferguson,,-240,7,1,0,1.0,1,1,38,11,0.28,0,17,45,2,1,0,31,180.34,Orthodox,193.04,155,2,2
1577,Mark Munoz,13.0,-260,8,5,0,0.0,1,0,1,0,0.0,0,0,1,0,0,0,37,182.88,Orthodox,182.88,185,4,0
1578,Dhiego Lima,,150,1,1,0,0.0,1,0,24,7,0.29,0,7,24,0,0,0,26,187.96,Orthodox,187.96,170,0,0
1579,Derrick Lewis,,-705,2,1,0,0.0,2,0,82,53,0.64,0,60,91,0,2,1,30,190.5,Orthodox,200.66,260,2,0
1580,James Krause,,-200,2,2,0,0.0,10,0,209,87,0.41,0,98,221,0,0,0,28,187.96,Orthodox,185.42,170,1,1
1581,Masio Fullen,,105,0,0,0,0.5,2,1,134,41,0.3,0,61,158,0,0,0,28,177.8,Orthodox,177.8,145,0,0
1582,Antonio Silva,8.0,-155,2,4,0,0.0,0,0,3,1,0.33,0,1,3,0,0,0,35,193.04,Orthodox,203.2,264,2,0
1583,Edson Barboza,6.0,-135,9,2,0,0.0,2,0,98,31,0.31,0,31,98,0,0,0,29,180.34,Orthodox,190.5,155,5,0
1584,Cezar Ferreira,,-340,4,1,0,0.0,0,0,36,13,0.36,0,13,36,0,0,0,30,185.42,Southpaw,198.12,185,0,1
1585,Rustam Khabilov,14.0,-380,3,1,0,0.0,4,0,80,18,0.22,0,19,81,0,0,0,28,172.72,Orthodox,185.42,155,1,0
1586,Iuri Alcantara,8.0,-925,6,3,0,0.5,4,2,59,31,0.52,0,49,77,0,3,0,34,175.26,Southpaw,180.34,135,2,0
1587,Santiago Ponzinibbio,,185,1,1,0,0.33,3,1,162,50,0.3,0,54,166,0,0,0,28,182.88,Orthodox,185.42,170,1,0
1588,Jessica Andrade,10.0,-270,3,1,0,0.0,0,0,15,6,0.4,1,8,21,0,0,0,23,154.94,Orthodox,157.48,115,0,1
1589,Douglas Silva de Andrade,,225,0,1,0,0.0,1,0,131,39,0.29,1,45,137,0,2,1,29,170.18,Orthodox,172.72,135,0,0
1590,Ivan Jorge,,-260,1,1,0,0.3,10,3,64,25,0.39,0,41,81,1,4,0,34,175.26,Orthodox,185.42,155,0,0
1591,Benson Henderson,,155,9,3,0,0.6,5,3,154,57,0.37,0,85,187,1,5,0,31,175.26,Southpaw,177.8,170,0,1
1592,Max Holloway,13.0,-450,7,3,0,1.0,1,1,176,57,0.32,0,66,186,0,0,0,23,180.34,Orthodox,175.26,155,4,1
1593,Neil Magny,,-815,6,2,0,0.75,4,3,112,76,0.67,0,142,181,1,2,0,27,190.5,Orthodox,203.2,170,2,0
1594,Daniel Kelly,,105,1,0,0,0.0,0,0,190,61,0.32,0,61,190,0,0,0,37,182.88,Southpaw,177.8,185,0,1
1595,Michel Prazeres,,145,2,1,0,0.33,9,3,89,33,0.37,0,38,94,0,1,0,33,167.64,Orthodox,170.18,170,0,0
1596,Ray Borg,,-975,1,1,0,0.83,6,5,28,19,0.67,0,45,62,4,6,0,21,162.56,Orthodox,160.02,135,0,1
1597,Efrain Escudero,,155,3,5,0,1.0,2,2,129,94,0.72,1,194,245,0,0,0,29,175.26,Orthodox,177.8,155,1,0
1598,Chas Skelly,,-230,2,1,0,0.0,5,0,68,42,0.61,1,54,80,0,0,0,29,180.34,Orthodox,182.88,145,0,1
1599,Zach Makovsky,10.0,110,2,1,0,0.54,11,6,33,21,0.63,0,61,77,0,8,1,31,162.56,Southpaw,162.56,125,0,0
1600,James Moontasri,,-240,0,1,0,0.0,0,0,63,32,0.5,0,62,104,1,1,0,26,177.8,Switch,180.34,170,0,0
1601,Tyron Woodley,3.0,-185,4,2,0,0.0,0,0,104,27,0.25,0,34,112,0,0,0,32,175.26,Orthodox,187.96,170,4,0
1602,Joe Lauzon,,170,11,6,0,0.0,1,0,86,32,0.37,0,32,86,0,0,0,30,177.8,Orthodox,180.34,155,2,7
1603,Thales Leites,11.0,-300,9,3,0,0.5,2,1,61,20,0.32,0,23,64,2,4,0,33,185.42,Orthodox,198.12,185,2,3
1604,Jordan Mein,13.0,-140,3,1,0,0.0,0,0,96,37,0.38,0,37,96,0,0,0,25,182.88,Orthodox,185.42,170,2,0
1605,Miesha Tate,2.0,165,2,2,0,0.0,0,0,60,23,0.38,0,75,115,2,4,1,28,167.64,Orthodox,165.1,135,0,0
1606,Ed Herman,,540,9,7,0,0.0,0,0,4,0,0.0,0,0,4,0,0,0,34,185.42,Orthodox,195.58,205,2,4
1607,Ian McCall,3.0,-220,2,3,0,0.16,6,1,92,40,0.43,0,73,130,0,1,0,30,165.1,Orthodox,162.56,125,0,0
1608,Rafael Natal,,-135,6,5,0,0.61,13,8,152,67,0.44,0,74,159,0,1,0,32,182.88,Orthodox,193.04,185,0,1
1609,Richardson Moreira,,145,0,1,0,0.0,6,0,59,15,0.25,0,31,76,0,0,1,30,187.96,Orthodox,182.88,185,0,0
1610,Thiago Santos,,-175,1,2,0,0.0,0,0,38,20,0.52,1,21,39,0,0,0,31,187.96,Orthodox,193.04,205,1,0
1611,Alexander Gustafsson,1.0,-290,8,2,0,0.0,0,0,20,10,0.5,0,10,20,0,0,0,28,195.58,Orthodox,200.66,205,4,2
1612,Dan Henderson,,380,7,6,0,0.0,0,0,11,4,0.36,0,4,11,0,0,0,44,180.34,Orthodox,187.96,185,2,0
1613,Phil Davis,5.0,-190,9,3,0,0.0,9,0,129,35,0.27,0,51,145,0,0,0,30,187.96,Orthodox,200.66,205,0,3
1614,Akira Corassani,,-130,3,2,0,0.0,0,0,31,10,0.32,0,11,32,0,0,0,32,172.72,Orthodox,172.72,145,0,0
1615,Kenny Robertson,,165,3,3,0,0.0,3,0,33,14,0.42,1,14,33,0,0,0,30,177.8,Orthodox,187.96,170,0,2
1616,Andy Ogle,,-175,1,4,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,25,172.72,Orthodox,175.26,145,0,0
1617,Nikita Krylov,,-130,2,2,0,0.0,0,0,16,13,0.81,1,14,17,1,0,0,22,190.5,Orthodox,195.58,205,2,0
1618,Mairbek Taisumov,,-1050,2,1,0,1.0,2,2,59,37,0.62,0,37,59,0,0,0,26,175.26,Orthodox,185.42,155,1,0
1619,Mirsad Bektic,,-925,1,0,0,0.66,3,2,56,34,0.6,0,154,194,0,13,0,23,172.72,Orthodox,177.8,145,0,0
1620,Viktor Pesta,,380,0,1,0,0.3,13,4,59,35,0.59,0,124,161,0,4,0,24,190.5,Orthodox,195.58,240,0,0
1621,Neil Seery,,178,1,1,0,0.33,3,1,152,56,0.36,0,106,204,4,1,2,35,162.56,Orthodox,162.56,125,0,0
1622,Conor McGregor,5.0,-975,4,0,0,0.0,0,0,119,64,0.53,1,65,120,0,1,0,26,175.26,Southpaw,187.96,155,3,0
1623,Donald Cerrone,3.0,125,13,3,0,0.14,7,1,125,57,0.45,0,58,126,0,1,0,31,185.42,Orthodox,185.42,155,4,4
1624,Uriah Hall,,-1000,2,2,0,0.0,0,0,41,27,0.65,1,33,47,0,0,0,30,182.88,Orthodox,200.66,185,0,0
1625,Norman Parke,,140,4,1,0,0.0,10,0,140,43,0.3,0,44,141,0,0,0,28,180.34,Southpaw,177.8,155,1,0
1626,Cathal Pendred,,160,2,0,0,0.33,12,4,112,49,0.43,0,59,122,0,3,0,27,185.42,Orthodox,190.5,170,0,1
1627,John Howard,,167,6,5,0,0.0,0,0,15,10,0.66,0,10,15,0,0,0,31,170.18,Orthodox,180.34,170,2,0
1628,Paddy Holohan,,-345,1,1,0,0.75,4,3,74,42,0.56,0,114,164,2,7,0,26,177.8,Orthodox,175.26,125,0,1
1629,Johnny Case,,-165,1,0,0,0.8,5,4,111,59,0.53,0,79,137,0,6,0,25,177.8,Orthodox,182.88,155,0,1
1630,Charles Rosa,,-125,0,1,0,0.62,8,5,102,37,0.36,0,37,103,4,10,0,28,175.26,Switch,175.26,145,0,0
1631,Matt Van Buren,,215,0,1,0,0.0,0,0,212,100,0.47,0,115,227,0,0,0,28,195.58,Orthodox,193.04,205,0,0
1632,Tateki Matsuda,,210,0,1,0,0.0,1,0,167,55,0.32,0,62,177,0,0,0,28,170.18,Orthodox,165.1,125,0,0
1633,Lyoto Machida,4.0,-860,13,5,0,0.0,0,0,19,12,0.63,1,12,19,0,0,0,36,185.42,Southpaw,187.96,185,5,1
1634,Renan Barao,1.0,-1000,7,1,0,0.5,4,2,138,59,0.42,1,64,143,1,1,0,27,167.64,Orthodox,177.8,135,2,2
1635,Antonio Carlos Junior,,135,1,0,0,0.5,2,1,29,12,0.41,0,14,32,1,1,0,24,187.96,Orthodox,200.66,185,0,0
1636,Elias Silverio,,115,3,0,0,0.0,0,0,118,56,0.47,0,57,119,0,0,0,28,180.34,Orthodox,185.42,155,0,1
1637,Erick Silva,,-400,4,4,0,1.0,1,1,2,2,1.0,0,4,4,1,1,0,30,182.88,Orthodox,187.96,170,2,2
1638,Daniel Sarafian,,-155,1,3,0,0.0,2,0,46,24,0.52,0,24,46,0,0,0,32,175.26,Orthodox,185.42,185,0,1
1639,Marcos Rogerio de Lima,,-450,1,0,0,0.0,0,0,21,18,0.85,1,33,37,0,0,0,29,185.42,Orthodox,190.5,253,1,0
1640,Tom Niinimaki,,120,1,2,0,0.0,0,0,64,33,0.51,0,33,64,0,0,0,32,175.26,Orthodox,175.26,145,0,0
1641,Darren Elkins,13.0,210,8,3,0,0.16,6,1,97,37,0.38,0,77,140,1,4,0,30,177.8,Orthodox,180.34,145,2,0
1642,Marcio Alexandre Junior,,160,0,1,0,0.25,4,1,80,36,0.45,0,60,109,0,0,0,25,182.88,Southpaw,190.5,185,0,0
1643,Vitor Miranda,,165,0,1,0,0.0,0,0,21,14,0.66,0,19,26,0,0,0,35,185.42,Orthodox,195.58,185,0,0
1644,Junior Dos Santos,2.0,-400,10,2,0,1.0,1,1,303,123,0.4,1,140,322,0,0,0,30,193.04,Orthodox,195.58,238,8,0
1645,Rafael Dos Anjos,3.0,-275,11,5,0,1.0,2,2,119,77,0.64,0,129,175,0,5,0,30,172.72,Southpaw,177.8,170,3,2
1646,Alistair Overeem,11.0,-200,2,3,0,0.5,2,1,25,17,0.68,0,24,32,0,0,0,34,193.04,Orthodox,203.2,265,1,0
1647,Gabriel Gonzaga,12.0,120,11,7,0,0.0,0,0,12,6,0.5,0,6,12,0,0,0,35,187.96,Orthodox,193.04,242,7,4
1648,Claudia Gadelha,,-280,1,0,0,0.43,16,7,70,27,0.38,0,59,104,1,2,0,26,162.56,Orthodox,160.02,115,0,0
1649,John Moraga,5.0,-570,4,2,0,0.25,4,1,95,56,0.58,0,95,137,1,3,1,30,167.64,Orthodox,167.64,125,1,2
1650,Joe Riggs,,230,4,4,0,1.0,1,1,3,2,0.66,0,2,3,0,0,0,32,182.88,Southpaw,177.8,185,1,1
1651,Jamie Varner,,-450,3,5,0,0.0,2,0,10,4,0.4,0,4,10,0,0,0,30,172.72,Orthodox,182.88,155,1,1
1652,Joe Ellenberger,,-210,1,0,0,0.6,5,3,60,24,0.4,0,35,71,0,0,0,29,175.26,Orthodox,182.88,155,0,0
1653,David Michaud,,-230,0,1,0,1.0,4,4,140,77,0.55,0,123,204,0,4,0,26,175.26,Orthodox,182.88,155,0,0
1654,Henry Cejudo,,-225,0,0,0,0.0,2,0,145,72,0.49,1,76,149,0,0,0,27,162.56,Orthodox,162.56,135,0,0
1655,Anthony Birchak,,-270,0,0,0,1.0,1,1,9,4,0.44,0,5,12,0,0,0,28,172.72,Orthodox,175.26,135,0,0
1656,Carla Esparza,,-110,0,0,0,0.71,7,5,90,42,0.46,0,107,180,1,6,0,27,154.94,Orthodox,160.02,115,0,0
1657,Jeremy Stephens,10.0,-185,10,9,0,0.0,0,0,79,48,0.6,0,55,88,0,0,0,28,172.72,Orthodox,180.34,145,4,0
1658,Joe Proctor,,230,3,1,0,0.0,0,0,46,15,0.32,0,15,46,0,0,0,29,177.8,Orthodox,182.88,155,2,0
1659,Jessica Penne,,130,0,0,0,0.5,8,4,98,39,0.39,0,94,166,0,8,1,31,165.1,Orthodox,170.18,115,0,0
1660,Felice Herrig,,-345,0,0,0,1.0,1,1,14,8,0.57,0,48,64,3,8,2,30,162.56,Orthodox,165.1,115,0,0
1661,Tecia Torres,,-740,0,0,0,1.0,1,1,196,96,0.48,1,98,200,0,1,0,25,154.94,Orthodox,152.4,115,0,0
1662,Aisling Daly,,-220,0,0,0,0.5,2,1,26,16,0.61,0,52,68,1,4,0,26,157.48,Switch,162.56,115,0,0
1663,Frankie Edgar,3.0,-170,11,5,0,0.53,13,7,202,93,0.46,0,259,405,2,16,0,33,167.64,Orthodox,172.72,145,3,1
1664,Bobby Green,7.0,140,4,0,0,0.0,2,0,123,50,0.4,0,50,123,0,0,0,28,177.8,Orthodox,180.34,155,1,1
1665,Brad Pickett,11.0,-175,4,4,0,0.22,9,2,158,53,0.33,0,72,179,0,1,0,36,167.64,Orthodox,172.72,135,1,1
1666,Jared Rosholt,,-420,3,0,0,0.0,0,0,32,19,0.59,0,22,35,0,0,0,28,187.96,Orthodox,190.5,265,0,0
1667,Joseph Benavidez,2.0,-430,7,2,0,0.66,3,2,199,94,0.47,0,96,201,0,2,0,30,162.56,Southpaw,165.1,125,3,1
1668,Matt Wiman,,-175,9,5,0,0.0,3,0,101,68,0.67,0,104,140,0,3,0,31,177.8,Orthodox,172.72,155,2,3
1669,Ruslan Magomedov,,-230,1,0,0,1.0,1,1,145,63,0.43,1,65,147,0,0,0,27,190.5,Orthodox,198.12,242,0,0
1670,Luke Barnatt,,-420,3,1,0,0.0,1,0,130,34,0.26,0,41,137,0,0,0,26,198.12,Orthodox,195.58,185,1,1
1671,James Vick,,-280,2,0,0,0.0,0,0,140,40,0.28,0,43,143,0,0,1,27,190.5,Orthodox,193.04,155,0,1
1672,Yves Edwards,,-265,10,10,0,0.0,0,0,14,5,0.35,0,5,14,0,0,0,38,175.26,Southpaw,185.42,155,5,2
1673,Paige VanZant,,100,0,0,0,0.5,6,3,108,61,0.56,0,167,241,3,0,1,20,162.56,Orthodox,165.1,115,0,0
1674,Fabricio Werdum,1.0,-430,6,2,0,0.0,3,0,37,21,0.56,1,31,48,0,0,0,37,193.04,Orthodox,195.58,231,3,1
