,location,date,weight_class,finish_round,finish_round_time,no_of_rounds,finish,winner,title_bout,finish_details,r_fighter,b_fighter,date_dt
782,"Sydney, New South Wales, Australia","Nov 18, 2017",Heavyweight,3,5:00,3,U-DEC,Blue,False,,Anthony Hamilton,Adam Wieczorek,2017-11-18
783,"Norfolk, Virginia, USA","Nov 11, 2017",Lightweight,3,2:08,5,KO/TKO,Red,False,,Dustin Poirier,Anthony Pettis,2017-11-11
784,"Norfolk, Virginia, USA","Nov 11, 2017",Welterweight,1,3:44,3,KO/TKO,Red,False,Elbow,Matt Brown,Diego Sanchez,2017-11-11
785,"Norfolk, Virginia, USA","Nov 11, 2017",Heavyweight,3,5:00,3,U-DEC,Blue,False,,Junior Albini,Andrei Arlovski,2017-11-11
786,"Norfolk, Virginia, USA","Nov 11, 2017",Middleweight,3,5:00,3,S-DEC,Blue,False,,Nate Marquardt,Cezar Ferreira,2017-11-11
787,"Norfolk, Virginia, USA","Nov 11, 2017",Bantamweight,3,1:50,3,KO/TKO,Red,False,Punch,Raphael Assuncao,Matthew Lopez,2017-11-11
788,"Norfolk, Virginia, USA","Nov 11, 2017",Lightweight,1,1:07,3,KO/TKO,Blue,False,Punch,Joe Lauzon,Clay Guida,2017-11-11
789,"Norfolk, Virginia, USA","Nov 11, 2017",Bantamweight,3,5:00,3,S-DEC,Blue,False,,John Dodson,Marlon Moraes,2017-11-11
790,"Norfolk, Virginia, USA","Nov 11, 2017",Women's Strawweight,3,5:00,3,U-DEC,Red,False,,Tatiana Suarez,Viviane Pereira,2017-11-11
791,"Norfolk, Virginia, USA","Nov 11, 2017",Lightweight,3,5:00,3,U-DEC,Red,False,,Sage Northcutt,Michel Quinones,2017-11-11
792,"Norfolk, Virginia, USA","Nov 11, 2017",Women's Strawweight,3,5:00,3,U-DEC,Blue,False,,Angela Hill,Nina Ansaroff,2017-11-11
793,"Norfolk, Virginia, USA","Nov 11, 2017",Welterweight,3,5:00,3,U-DEC,Blue,False,,Court McGee,Sean Strickland,2017-11-11
794,"Norfolk, Virginia, USA","Nov 11, 2017",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Jake Collier,Marcel Fortuna,2017-11-11
795,"Norfolk, Virginia, USA","Nov 11, 2017",Middleweight,1,3:41,3,SUB,Blue,False,Rear Naked Choke,Darren Stewart,Karl Roberson,2017-11-11
796,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Middleweight,1,2:30,5,KO/TKO,Red,False,Punch,Derek Brunson,Lyoto Machida,2017-10-28
797,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Welterweight,3,5:00,3,U-DEC,Blue,False,,Demian Maia,Colby Covington,2017-10-28
798,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Bantamweight,1,4:03,3,SUB,Red,False,Guillotine Choke,Pedro Munhoz,Rob Font,2017-10-28
799,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Lightweight,3,5:00,3,U-DEC,Red,False,,Francisco Trinaldo,Jim Miller,2017-10-28
800,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Middleweight,1,4:59,3,KO/TKO,Red,False,Punch,Thiago Santos,Jack Hermansson,2017-10-28
801,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Bantamweight,3,5:00,3,U-DEC,Red,False,,John Lineker,Marlon Vera,2017-10-28
802,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Welterweight,2,4:08,3,SUB,Red,False,D'Arce Choke,Vicente Luque,Niko Price,2017-10-28
803,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Middleweight,1,4:30,3,SUB,Red,False,Rear Naked Choke,Antonio Carlos Junior,Jack Marshman,2017-10-28
804,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Lightweight,3,5:00,3,U-DEC,Blue,False,,Hacran Dias,Jared Gordon,2017-10-28
805,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Welterweight,3,5:00,3,U-DEC,Red,False,,Elizeu Zaleski dos Santos,Max Griffin,2017-10-28
806,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Flyweight,3,5:00,3,S-DEC,Red,False,,Deiveson Figueiredo,Jarred Brooks,2017-10-28
807,"Sao Paulo, Sao Paulo, Brazil","Oct 28, 2017",Heavyweight,1,2:08,3,SUB,Red,False,Rear Naked Choke,Marcelo Golm,Christian Colombo,2017-10-28
808,"Gdansk, Poland","Oct 21, 2017",Welterweight,1,4:20,5,KO/TKO,Blue,False,Punch,Donald Cerrone,Darren Till,2017-10-21
809,"Gdansk, Poland","Oct 21, 2017",Women's Strawweight,3,5:00,3,U-DEC,Red,False,,Karolina Kowalkiewicz,Jodie Esquibel,2017-10-21
810,"Gdansk, Poland","Oct 21, 2017",Light Heavyweight,2,3:02,3,SUB,Red,False,Rear Naked Choke,Jan Blachowicz,Devin Clark,2017-10-21
811,"Gdansk, Poland","Oct 21, 2017",Middleweight,3,5:00,3,U-DEC,Red,False,,Oskar Piechota,Jonathan Wilson,2017-10-21
812,"Gdansk, Poland","Oct 21, 2017",Lightweight,3,5:00,3,U-DEC,Red,False,,Marcin Held,Nasrat Haqparast,2017-10-21
813,"Gdansk, Poland","Oct 21, 2017",Bantamweight,3,3:39,3,KO/TKO,Blue,False,Punch,Damian Stasiak,Brian Kelleher,2017-10-21
814,"Gdansk, Poland","Oct 21, 2017",Middleweight,3,5:00,3,U-DEC,Blue,False,,Sam Alvey,Ramazan Emeev,2017-10-21
815,"Gdansk, Poland","Oct 21, 2017",Featherweight,3,5:00,3,U-DEC,Blue,False,,Artem Lobov,Andre Fili,2017-10-21
816,"Gdansk, Poland","Oct 21, 2017",Welterweight,3,5:00,3,U-DEC,Blue,False,,Salim Touahri,Warlley Alves,2017-10-21
817,"Gdansk, Poland","Oct 21, 2017",Women's Bantamweight,2,2:33,3,KO/TKO,Blue,False,Punches,Lina Lansberg,Aspen Ladd,2017-10-21
818,"Gdansk, Poland","Oct 21, 2017",Featherweight,3,5:00,3,U-DEC,Blue,False,,Felipe Arantes,Josh Emmett,2017-10-21
819,"Saitama, Saitama, Japan","Sep 22, 2017",Light Heavyweight,1,1:50,5,SUB,Red,False,Other - Choke,Ovince Saint Preux,Yushin Okami,2017-09-22
820,"Saitama, Saitama, Japan","Sep 22, 2017",Women's Strawweight,3,5:00,3,U-DEC,Blue,False,,Claudia Gadelha,Jessica Andrade,2017-09-22
821,"Saitama, Saitama, Japan","Sep 22, 2017",Lightweight,1,1:30,3,KO/TKO,Blue,False,Punch,Takanori Gomi,Dong Hyun Ma,2017-09-22
822,"Saitama, Saitama, Japan","Sep 22, 2017",Light Heavyweight,1,4:45,3,KO/TKO,Red,False,Punch,Gokhan Saki,Henrique da Silva,2017-09-22
823,"Saitama, Saitama, Japan","Sep 22, 2017",Featherweight,3,5:00,3,U-DEC,Red,False,,Teruto Ishihara,Rolando Dy,2017-09-22
824,"Saitama, Saitama, Japan","Sep 22, 2017",Welterweight,3,5:00,3,S-DEC,Red,False,,Keita Nakamura,Alex Morono,2017-09-22
825,"Saitama, Saitama, Japan","Sep 22, 2017",Welterweight,3,5:00,3,U-DEC,Red,False,,Shinsho Anzai,Luke Jumeau,2017-09-22
826,"Saitama, Saitama, Japan","Sep 22, 2017",Welterweight,3,5:00,3,U-DEC,Red,False,,Daichi Abe,Hyun Gyu Lim,2017-09-22
827,"Pittsburgh, Pennsylvania, USA","Sep 16, 2017",Middleweight,2,4:05,5,KO/TKO,Red,False,Punches,Luke Rockhold,David Branch,2017-09-16
828,"Pittsburgh, Pennsylvania, USA","Sep 16, 2017",Welterweight,1,1:19,3,KO/TKO,Red,False,Knee,Mike Perry,Alex Reyes,2017-09-16
829,"Pittsburgh, Pennsylvania, USA","Sep 16, 2017",Middleweight,3,2:33,3,KO/TKO,Blue,False,Punches,Hector Lombard,Anthony Smith,2017-09-16
830,"Pittsburgh, Pennsylvania, USA","Sep 16, 2017",Lightweight,2,2:11,3,SUB,Red,False,Arm Triangle,Gregor Gillespie,Jason Gonzalez,2017-09-16
831,"Pittsburgh, Pennsylvania, USA","Sep 16, 2017",Welterweight,1,2:48,3,KO/TKO,Red,False,Punch,Kamaru Usman,Sergio Moraes,2017-09-16
832,"Pittsburgh, Pennsylvania, USA","Sep 16, 2017",Lightweight,3,5:00,3,S-DEC,Blue,False,,Anthony Rocco Martin,Olivier Aubin-Mercier,2017-09-16
833,"Pittsburgh, Pennsylvania, USA","Sep 16, 2017",Heavyweight,1,0:24,3,KO/TKO,Blue,False,Punches,Anthony Hamilton,Daniel Spitz,2017-09-16
834,"Pittsburgh, Pennsylvania, USA","Sep 16, 2017",Middleweight,2,2:25,3,KO/TKO,Blue,False,Punches,Krzysztof Jotko,Uriah Hall,2017-09-16
835,"Pittsburgh, Pennsylvania, USA","Sep 16, 2017",Lightweight,2,4:55,3,KO/TKO,Blue,False,Punch,Jason Saggo,Gilbert Burns,2017-09-16
836,"Anaheim, California, USA","Jul 29, 2017",Welterweight,5,5:00,5,U-DEC,Red,True,,Tyron Woodley,Demian Maia,2017-07-29
837,"Anaheim, California, USA","Jul 29, 2017",Welterweight,3,5:00,3,U-DEC,Red,False,,Robbie Lawler,Donald Cerrone,2017-07-29
838,"Anaheim, California, USA","Jul 29, 2017",Light Heavyweight,1,0:42,3,KO/TKO,Blue,False,Punches,Jimi Manuwa,Volkan Oezdemir,2017-07-29
839,"Anaheim, California, USA","Jul 29, 2017",Featherweight,1,4:34,3,KO/TKO,Red,False,Punches,Ricardo Lamas,Jason Knight,2017-07-29
840,"Anaheim, California, USA","Jul 29, 2017",Catch Weight,3,5:00,3,U-DEC,Red,False,,Aljamain Sterling,Renan Barao,2017-07-29
841,"Anaheim, California, USA","Jul 29, 2017",Featherweight,3,2:59,3,SUB,Red,False,Guillotine Choke,Brian Ortega,Renato Moicano,2017-07-29
842,"Anaheim, California, USA","Jul 29, 2017",Featherweight,3,5:00,3,U-DEC,Blue,False,,Andre Fili,Calvin Kattar,2017-07-29
843,"Anaheim, California, USA","Jul 29, 2017",Flyweight,3,5:00,3,S-DEC,Blue,False,,Eric Shelton,Jarred Brooks,2017-07-29
844,"Anaheim, California, USA","Jul 29, 2017",Lightweight,1,3:04,3,KO/TKO,Blue,False,Punch,Joshua Burkman,Drew Dober,2017-07-29
845,"Uniondale, New York, USA","Jul 22, 2017",Middleweight,3,3:45,5,SUB,Red,False,Arm Triangle,Chris Weidman,Kelvin Gastelum,2017-07-22
846,"Uniondale, New York, USA","Jul 22, 2017",Featherweight,3,5:00,3,S-DEC,Blue,False,,Dennis Bermudez,Darren Elkins,2017-07-22
847,"Uniondale, New York, USA","Jul 22, 2017",Light Heavyweight,3,5:00,3,S-DEC,Red,False,,Patrick Cummins,Gian Villante,2017-07-22
848,"Uniondale, New York, USA","Jul 22, 2017",Bantamweight,3,5:00,3,U-DEC,Red,False,,Jimmie Rivera,Thomas Almeida,2017-07-22
849,"Uniondale, New York, USA","Jul 22, 2017",Welterweight,3,5:00,3,S-DEC,Blue,False,,Lyman Good,Elizeu Zaleski dos Santos,2017-07-22
850,"Uniondale, New York, USA","Jul 22, 2017",Middleweight,1,2:54,3,KO/TKO,Blue,False,Punch,Rafael Natal,Eryk Anders,2017-07-22
851,"Uniondale, New York, USA","Jul 22, 2017",Welterweight,2,1:50,3,KO/TKO,Blue,False,Punch,Ryan LaFlare,Alex Oliveira,2017-07-22
852,"Uniondale, New York, USA","Jul 22, 2017",Heavyweight,3,5:00,3,U-DEC,Blue,False,,Damian Grabowski,Chase Sherman,2017-07-22
853,"Uniondale, New York, USA","Jul 22, 2017",Featherweight,3,5:00,3,U-DEC,Blue,False,,Kyle Bochniak,Jeremy Kennedy,2017-07-22
854,"Uniondale, New York, USA","Jul 22, 2017",Bantamweight,1,2:18,3,SUB,Blue,False,Armbar,Brian Kelleher,Marlon Vera,2017-07-22
855,"Uniondale, New York, USA","Jul 22, 2017",Featherweight,3,5:00,3,U-DEC,Red,False,,Shane Burgos,Godofredo Pepey,2017-07-22
856,"Uniondale, New York, USA","Jul 22, 2017",Lightweight,3,5:00,3,U-DEC,Blue,False,,Frankie Perez,Chris Wade,2017-07-22
857,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Welterweight,1,1:22,5,KO/TKO,Blue,False,Punches,Gunnar Nelson,Santiago Ponzinibbio,2017-07-16
858,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Women's Strawweight,3,5:00,3,U-DEC,Blue,False,,Joanne Calderwood,Cynthia Calvillo,2017-07-16
859,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Lightweight,1,3:57,3,KO/TKO,Blue,False,Elbow,Stevie Ray,Paul Felder,2017-07-16
860,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Middleweight,3,5:00,3,U-DEC,Red,False,,Jack Marshman,Ryan Janes,2017-07-16
861,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Light Heavyweight,1,4:56,3,KO/TKO,Red,False,Punch,Khalil Rountree Jr.,Paul Craig,2017-07-16
862,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Heavyweight,3,5:00,3,U-DEC,Blue,False,,James Mulheron,Justin Willis,2017-07-16
863,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Welterweight,2,3:59,3,KO/TKO,Red,False,Punch,Danny Roberts,Bobby Nash,2017-07-16
864,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Flyweight,3,2:31,3,SUB,Red,False,Rear Naked Choke,Alexandre Pantoja,Neil Seery,2017-07-16
865,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Welterweight,1,2:10,3,KO/TKO,Blue,False,Slam,Charlie Ward,Galore Bofando,2017-07-16
866,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Lightweight,3,5:00,3,U-DEC,Red,False,,Danny Henry,Daniel Teymur,2017-07-16
867,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Bantamweight,3,5:00,3,U-DEC,Red,False,,Brett Johns,Albert Morales,2017-07-16
868,"Glasgow, Scotland, United Kingdom","Jul 16, 2017",Women's Bantamweight,2,2:53,3,KO/TKO,Red,False,Elbows,Leslie Smith,Amanda Lemos,2017-07-16
869,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Lightweight,1,4:37,5,SUB,Blue,False,Rear Naked Choke,Michael Chiesa,Kevin Lee,2017-06-25
870,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Middleweight,2,0:46,3,KO/TKO,Red,False,Punches,Tim Boetsch,Johny Hendricks,2017-06-25
871,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Women's Strawweight,3,5:00,3,U-DEC,Red,False,,Felice Herrig,Justine Kish,2017-06-25
872,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Welterweight,3,5:00,3,U-DEC,Red,False,,Tim Means,Alex Garcia,2017-06-25
873,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Featherweight,3,5:00,3,M-DEC,Blue,False,,BJ Penn,Dennis Siver,2017-06-25
874,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Lightweight,3,5:00,3,U-DEC,Red,False,,Clay Guida,Erik Koch,2017-06-25
875,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Middleweight,3,5:00,3,U-DEC,Blue,False,,Vitor Miranda,Marvin Vettori,2017-06-25
876,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Lightweight,3,5:00,3,S-DEC,Blue,False,,Devin Powell,Darrell Horcher,2017-06-25
877,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Featherweight,2,4:24,3,KO/TKO,Red,False,Punches,Jared Gordon,Michel Quinones,2017-06-25
878,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Lightweight,3,5:00,3,U-DEC,Red,False,,Anthony Rocco Martin,Johnny Case,2017-06-25
879,"Oklahoma City, Oklahoma, USA","Jun 25, 2017",Light Heavyweight,1,1:21,3,KO/TKO,Blue,False,Punches,Josh Stansbury,Jeremy Kimball,2017-06-25
880,"Kallang, Singapore","Jun 17, 2017",Women's Bantamweight,3,1:09,5,KO/TKO,Red,False,Kick,Holly Holm,Bethe Correia,2017-06-17
881,"Kallang, Singapore","Jun 17, 2017",Heavyweight,3,5:00,3,U-DEC,Blue,False,,Andrei Arlovski,Marcin Tybura,2017-06-17
882,"Kallang, Singapore","Jun 17, 2017",Welterweight,3,5:00,3,U-DEC,Blue,False,,Dong Hyun Kim,Colby Covington,2017-06-17
883,"Kallang, Singapore","Jun 17, 2017",Welterweight,3,5:00,3,U-DEC,Blue,False,,Tarec Saffiedine,Rafael Dos Anjos,2017-06-17
884,"Kallang, Singapore","Jun 17, 2017",Lightweight,1,1:12,3,SUB,Blue,False,Rear Naked Choke,Takanori Gomi,Jon Tuck,2017-06-17
885,"Kallang, Singapore","Jun 17, 2017",Heavyweight,1,1:44,3,KO/TKO,Blue,False,Elbows,Cyril Asker,Walt Harris,2017-06-17
886,"Kallang, Singapore","Jun 17, 2017",Featherweight,2,5:00,3,KO/TKO,Red,False,,Alex Caceres,Rolando Dy,2017-06-17
887,"Kallang, Singapore","Jun 17, 2017",Bantamweight,1,4:09,3,KO/TKO,Blue,False,Punches,Kwan Ho Kwak,Russell Doane,2017-06-17
888,"Kallang, Singapore","Jun 17, 2017",Flyweight,3,5:00,3,U-DEC,Red,False,,Naoki Inoue,Carls John De Tomas,2017-06-17
889,"Kallang, Singapore","Jun 17, 2017",Women's Bantamweight,3,5:00,3,U-DEC,Blue,False,,Ji Yeon Kim,Lucie Pudilova,2017-06-17
890,"Auckland, New Zealand","Jun 10, 2017",Heavyweight,4,3:51,5,KO/TKO,Blue,False,Punches,Derrick Lewis,Mark Hunt,2017-06-10
891,"Auckland, New Zealand","Jun 10, 2017",Middleweight,1,1:16,3,KO/TKO,Red,False,Punch,Derek Brunson,Daniel Kelly,2017-06-10
892,"Auckland, New Zealand","Jun 10, 2017",Lightweight,2,3:02,3,KO/TKO,Red,False,Knee,Dan Hooker,Ross Pearson,2017-06-10
893,"Auckland, New Zealand","Jun 10, 2017",Light Heavyweight,1,0:22,3,KO/TKO,Red,False,Punch,Ion Cutelaba,Henrique da Silva,2017-06-10
894,"Auckland, New Zealand","Jun 10, 2017",Flyweight,1,0:49,3,SUB,Blue,False,Rear Naked Choke,Tim Elliott,Ben Nguyen,2017-06-10
895,"Auckland, New Zealand","Jun 10, 2017",Featherweight,3,5:00,3,U-DEC,Red,False,,Alexander Volkanovski,Mizuto Hirota,2017-06-10
896,"Auckland, New Zealand","Jun 10, 2017",Lightweight,1,3:37,3,KO/TKO,Blue,False,Punch,Damien Brown,Vinc Pichel,2017-06-10
897,"Auckland, New Zealand","Jun 10, 2017",Welterweight,3,5:00,3,U-DEC,Red,False,,Luke Jumeau,Dominique Steele,2017-06-10
898,"Auckland, New Zealand","Jun 10, 2017",Flyweight,3,5:00,3,U-DEC,Red,False,,John Moraga,Ashkan Mokhtarian,2017-06-10
899,"Auckland, New Zealand","Jun 10, 2017",Welterweight,3,5:00,3,S-DEC,Blue,False,,Kiichi Kunimoto,Zak Ottow,2017-06-10
900,"Stockholm, Sweden","May 28, 2017",Light Heavyweight,5,1:07,5,KO/TKO,Red,False,Punches,Alexander Gustafsson,Glover Teixeira,2017-05-28
901,"Stockholm, Sweden","May 28, 2017",Light Heavyweight,1,0:28,3,KO/TKO,Red,False,Punch,Volkan Oezdemir,Misha Cirkunov,2017-05-28
902,"Stockholm, Sweden","May 28, 2017",Welterweight,2,2:29,3,KO/TKO,Red,False,Knee,Peter Sobotta,Ben Saunders,2017-05-28
903,"Stockholm, Sweden","May 28, 2017",Welterweight,3,5:00,3,S-DEC,Blue,False,,Abdul Razak Alhassan,Omari Akhmedov,2017-05-28
904,"Stockholm, Sweden","May 28, 2017",Welterweight,3,5:00,3,U-DEC,Blue,False,,Oliver Enkamp,Nordine Taleb,2017-05-28
905,"Stockholm, Sweden","May 28, 2017",Middleweight,1,2:00,3,KO/TKO,Red,False,Punches,Jack Hermansson,Alex Nicholson,2017-05-28
906,"Stockholm, Sweden","May 28, 2017",Bantamweight,3,5:00,3,U-DEC,Red,False,,Pedro Munhoz,Damian Stasiak,2017-05-28
907,"Stockholm, Sweden","May 28, 2017",Middleweight,3,5:00,3,U-DEC,Red,False,,Trevor Smith,Chris Camozzi,2017-05-28
908,"Stockholm, Sweden","May 28, 2017",Lightweight,3,5:00,3,S-DEC,Blue,False,,Reza Madadi,Joaquim Silva,2017-05-28
909,"Stockholm, Sweden","May 28, 2017",Welterweight,3,5:00,3,U-DEC,Red,False,,Darren Till,Jessin Ayari,2017-05-28
910,"Stockholm, Sweden","May 28, 2017",Lightweight,3,0:07,3,KO/TKO,Blue,False,Knee,Marcin Held,Damir Hadzovic,2017-05-28
911,"Dallas, Texas, USA","May 13, 2017",Heavyweight,1,2:22,5,KO/TKO,Red,True,Punch,Stipe Miocic,Junior Dos Santos,2017-05-13
912,"Dallas, Texas, USA","May 13, 2017",Women's Strawweight,5,5:00,5,U-DEC,Red,True,,Joanna Jedrzejczyk,Jessica Andrade,2017-05-13
913,"Dallas, Texas, USA","May 13, 2017",Welterweight,3,5:00,3,S-DEC,Red,False,,Demian Maia,Jorge Masvidal,2017-05-13
914,"Dallas, Texas, USA","May 13, 2017",Featherweight,2,5:00,3,KO/TKO,Red,False,,Frankie Edgar,Yair Rodriguez,2017-05-13
915,"Dallas, Texas, USA","May 13, 2017",Middleweight,3,5:00,3,S-DEC,Blue,False,,Krzysztof Jotko,David Branch,2017-05-13
916,"Dallas, Texas, USA","May 13, 2017",Featherweight,3,0:39,3,KO/TKO,Blue,False,Punch,Chas Skelly,Jason Knight,2017-05-13
917,"Dallas, Texas, USA","May 13, 2017",Heavyweight,2,3:36,3,KO/TKO,Red,False,Elbow,Chase Sherman,Rashad Coulter,2017-05-13
918,"Dallas, Texas, USA","May 13, 2017",Women's Strawweight,3,5:00,3,U-DEC,Blue,False,,Jessica Aguilar,Cortney Casey,2017-05-13
919,"Dallas, Texas, USA","May 13, 2017",Featherweight,3,5:00,3,U-DEC,Blue,False,,Gabriel Benitez,Enrique Barzola,2017-05-13
920,"Dallas, Texas, USA","May 13, 2017",Light Heavyweight,1,2:21,3,SUB,Blue,False,Rear Naked Choke,Joachim Christensen,Gadzhimurad Antigulov,2017-05-13
921,"Nashville, Tennessee, USA","Apr 22, 2017",Featherweight,5,5:00,5,U-DEC,Red,False,,Cub Swanson,Artem Lobov,2017-04-22
922,"Nashville, Tennessee, USA","Apr 22, 2017",Lightweight,1,1:38,3,KO/TKO,Red,False,Punch,Al Iaquinta,Diego Sanchez,2017-04-22
923,"Nashville, Tennessee, USA","Apr 22, 2017",Light Heavyweight,2,2:11,3,SUB,Red,False,Other - Choke,Ovince Saint Preux,Marcos Rogerio de Lima,2017-04-22
924,"Nashville, Tennessee, USA","Apr 22, 2017",Bantamweight,3,5:00,3,U-DEC,Red,False,,John Dodson,Eddie Wineland,2017-04-22
925,"Nashville, Tennessee, USA","Apr 22, 2017",Lightweight,3,5:00,3,M-DEC,Blue,False,,Joe Lauzon,Stevie Ray,2017-04-22
926,"Nashville, Tennessee, USA","Apr 22, 2017",Welterweight,2,1:05,3,KO/TKO,Blue,False,Elbow,Jake Ellenberger,Mike Perry,2017-04-22
927,"Nashville, Tennessee, USA","Apr 22, 2017",Middleweight,3,5:00,3,U-DEC,Red,False,,Thales Leites,Sam Alvey,2017-04-22
928,"Nashville, Tennessee, USA","Apr 22, 2017",Flyweight,2,4:06,3,SUB,Blue,False,Rear Naked Choke,Dustin Ortiz,Brandon Moreno,2017-04-22
929,"Nashville, Tennessee, USA","Apr 22, 2017",Lightweight,3,5:00,3,U-DEC,Red,False,,Scott Holtzman,Michael McBride,2017-04-22
930,"Nashville, Tennessee, USA","Apr 22, 2017",Women's Strawweight,3,5:00,3,U-DEC,Blue,False,,Jessica Penne,Danielle Taylor,2017-04-22
931,"Nashville, Tennessee, USA","Apr 22, 2017",Women's Bantamweight,3,5:00,3,U-DEC,Red,False,,Alexis Davis,Cindy Dandois,2017-04-22
932,"Nashville, Tennessee, USA","Apr 22, 2017",Welterweight,1,3:30,3,KO/TKO,Red,False,Punch,Bryan Barberena,Joe Proctor,2017-04-22
933,"Nashville, Tennessee, USA","Apr 22, 2017",Flyweight,1,4:24,3,KO/TKO,Red,False,Punch,Hector Sandoval,Matt Schnell,2017-04-22
934,"Kansas City, Missouri, USA","Apr 15, 2017",Flyweight,3,4:49,5,SUB,Red,True,Armbar,Demetrious Johnson,Wilson Reis,2017-04-15
935,"Kansas City, Missouri, USA","Apr 15, 2017",Women's Strawweight,2,2:47,3,SUB,Red,False,Rear Naked Choke,Rose Namajunas,Michelle Waterson,2017-04-15
936,"Kansas City, Missouri, USA","Apr 15, 2017",Middleweight,2,3:28,3,KO/TKO,Blue,False,Kick,Jacare Souza,Robert Whittaker,2017-04-15
937,"Kansas City, Missouri, USA","Apr 15, 2017",Featherweight,3,5:00,3,S-DEC,Blue,False,,Jeremy Stephens,Renato Moicano,2017-04-15
938,"Kansas City, Missouri, USA","Apr 15, 2017",Heavyweight,3,5:00,3,U-DEC,Red,False,,Alexander Volkov,Roy Nelson,2017-04-15
939,"Kansas City, Missouri, USA","Apr 15, 2017",Bantamweight,2,0:28,3,KO/TKO,Blue,False,Elbows,Patrick Williams,Tom Duquesnoy,2017-04-15
940,"Kansas City, Missouri, USA","Apr 15, 2017",Lightweight,3,5:00,3,S-DEC,Blue,False,,Bobby Green,Rashid Magomedov,2017-04-15
941,"Kansas City, Missouri, USA","Apr 15, 2017",Flyweight,3,5:00,3,U-DEC,Blue,False,,Louis Smolka,Tim Elliott,2017-04-15
942,"Kansas City, Missouri, USA","Apr 15, 2017",Bantamweight,3,5:00,3,U-DEC,Red,False,,Aljamain Sterling,Augusto Mendes,2017-04-15
943,"Kansas City, Missouri, USA","Apr 15, 2017",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Devin Clark,Jake Collier,2017-04-15
944,"Kansas City, Missouri, USA","Apr 15, 2017",Middleweight,3,3:52,3,KO/TKO,Red,False,Kick,Anthony Smith,Andrew Sanchez,2017-04-15
945,"Kansas City, Missouri, USA","Apr 15, 2017",Welterweight,1,4:21,3,SUB,Red,False,Guillotine Choke,Zak Cummings,Nathan Coy,2017-04-15
946,"Kansas City, Missouri, USA","Apr 15, 2017",Women's Bantamweight,3,5:00,3,U-DEC,Blue,False,,Ashlee Evans-Smith,Ketlen Vieira,2017-04-15
947,"London, England, United Kingdom","Mar 18, 2017",Light Heavyweight,1,3:05,3,KO/TKO,Red,False,Punch,Jimi Manuwa,Corey Anderson,2017-03-18
948,"London, England, United Kingdom","Mar 18, 2017",Welterweight,2,0:46,3,SUB,Red,False,Guillotine Choke,Gunnar Nelson,Alan Jouban,2017-03-18
949,"London, England, United Kingdom","Mar 18, 2017",Catch Weight,3,3:50,3,KO/TKO,Blue,False,Kick,Brad Pickett,Marlon Vera,2017-03-18
950,"London, England, United Kingdom","Mar 18, 2017",Featherweight,3,5:00,3,S-DEC,Red,False,,Arnold Allen,Makwan Amirkhani,2017-03-18
951,"London, England, United Kingdom","Mar 18, 2017",Lightweight,3,5:00,3,U-DEC,Red,False,,Joe Duffy,Reza Madadi,2017-03-18
952,"London, England, United Kingdom","Mar 18, 2017",Light Heavyweight,3,5:00,3,U-DEC,Blue,False,,Darren Stewart,Francimar Barroso,2017-03-18
953,"London, England, United Kingdom","Mar 18, 2017",Welterweight,3,5:00,3,U-DEC,Red,False,,Leon Edwards,Vicente Luque,2017-03-18
