,location,date,weight_class,finish_round,finish_round_time,no_of_rounds,finish,winner,title_bout,finish_details,r_fighter,b_fighter,date_dt
1874,"Baltimore, Maryland, USA","Apr 26, 2014",Bantamweight,2,1:51,3,KO/TKO,Red,False,Flying Knee,Chris Beal,Patrick Williams,2014-04-26
1875,"Orlando, Florida, USA","Apr 19, 2014",Heavyweight,5,5:00,5,U-DEC,Red,False,,Fabricio Werdum,Travis Browne,2014-04-19
1876,"Orlando, Florida, USA","Apr 19, 2014",Women's Bantamweight,3,5:00,3,U-DEC,Red,False,,Miesha Tate,Liz Carmouche,2014-04-19
1877,"Orlando, Florida, USA","Apr 19, 2014",Lightweight,1,3:15,3,SUB,Red,False,Rear Naked Choke,Donald Cerrone,Edson Barboza,2014-04-19
1878,"Orlando, Florida, USA","Apr 19, 2014",Middleweight,3,5:00,3,U-DEC,Blue,False,,Brad Tavares,Yoel Romero,2014-04-19
1879,"Orlando, Florida, USA","Apr 19, 2014",Lightweight,3,5:00,3,U-DEC,Blue,False,,Rafael Dos Anjos,Khabib Nurmagomedov,2014-04-19
1880,"Orlando, Florida, USA","Apr 19, 2014",Welterweight,3,5:00,3,U-DEC,Red,False,,Thiago Alves,Seth Baczynski,2014-04-19
1881,"Orlando, Florida, USA","Apr 19, 2014",Lightweight,3,5:00,3,U-DEC,Red,False,,Jorge Masvidal,Pat Healy,2014-04-19
1882,"Orlando, Florida, USA","Apr 19, 2014",Featherweight,1,1:28,3,KO/TKO,Blue,False,Punch,Estevan Payan,Alex White,2014-04-19
1883,"Orlando, Florida, USA","Apr 19, 2014",Middleweight,1,0:44,3,KO/TKO,Red,False,Punch,Caio Magalhaes,Luke Zachrich,2014-04-19
1884,"Orlando, Florida, USA","Apr 19, 2014",Welterweight,3,5:00,3,S-DEC,Red,False,,Jordan Mein,Hernani Perpetuo,2014-04-19
1885,"Orlando, Florida, USA","Apr 19, 2014",Flyweight,3,5:00,3,S-DEC,Red,False,,Dustin Ortiz,Ray Borg,2014-04-19
1886,"Orlando, Florida, USA","Apr 19, 2014",Featherweight,3,5:00,3,M-DEC,Red,False,,Mirsad Bektic,Chas Skelly,2014-04-19
1887,"Orlando, Florida, USA","Apr 19, 2014",Heavyweight,1,4:23,3,KO/TKO,Red,False,Punches,Derrick Lewis,Jack May,2014-04-19
1888,"Quebec City, Quebec, Canada","Apr 16, 2014",Middleweight,5,5:00,5,U-DEC,Blue,False,,Michael Bisping,Tim Kennedy,2014-04-16
1889,"Quebec City, Quebec, Canada","Apr 16, 2014",Welterweight,3,5:00,3,U-DEC,Red,False,,Patrick Cote,Kyle Noke,2014-04-16
1890,"Quebec City, Quebec, Canada","Apr 16, 2014",Middleweight,2,4:41,3,KO/TKO,Blue,True,Elbows,Sheldon Westcott,Elias Theodorou,2014-04-16
1891,"Quebec City, Quebec, Canada","Apr 16, 2014",Welterweight,3,5:00,3,S-DEC,Red,True,,Chad Laprise,Olivier Aubin-Mercier,2014-04-16
1892,"Quebec City, Quebec, Canada","Apr 16, 2014",Featherweight,2,0:42,3,KO/TKO,Red,False,Punch,Dustin Poirier,Akira Corassani,2014-04-16
1893,"Quebec City, Quebec, Canada","Apr 16, 2014",Welterweight,1,0:30,3,KO/TKO,Blue,False,Punch,Sam Stout,KJ Noons,2014-04-16
1894,"Quebec City, Quebec, Canada","Apr 16, 2014",Women's Bantamweight,3,5:00,3,U-DEC,Red,False,,Sarah Kaufman,Leslie Smith,2014-04-16
1895,"Quebec City, Quebec, Canada","Apr 16, 2014",Light Heavyweight,1,4:27,3,KO/TKO,Red,False,Punch,Ryan Jimmo,Sean O'Connell,2014-04-16
1896,"Quebec City, Quebec, Canada","Apr 16, 2014",Bantamweight,3,5:00,3,U-DEC,Red,False,,George Roop,Dustin Kimura,2014-04-16
1897,"Quebec City, Quebec, Canada","Apr 16, 2014",Lightweight,3,5:00,3,S-DEC,Red,False,,Mark Bocek,Mike de la Torre,2014-04-16
1898,"Quebec City, Quebec, Canada","Apr 16, 2014",Middleweight,3,5:00,3,U-DEC,Red,False,,Nordine Taleb,Vik Grujic,2014-04-16
1899,"Quebec City, Quebec, Canada","Apr 16, 2014",Welterweight,3,5:00,3,U-DEC,Red,False,,Richard Walsh,Chris Indich,2014-04-16
1900,"Quebec City, Quebec, Canada","Apr 16, 2014",Bantamweight,3,5:00,3,U-DEC,Red,False,,Mitch Gagnon,Tim Gorman,2014-04-16
1901,"Abu Dhabi, United Arab Emirates","Apr 11, 2014",Featherweight,3,5:00,3,U-DEC,Red,False,,Clay Guida,Tatsuya Kawajiri,2014-04-11
1902,"Abu Dhabi, United Arab Emirates","Apr 11, 2014",Welterweight,3,5:00,3,U-DEC,Blue,False,,John Howard,Ryan LaFlare,2014-04-11
1903,"Abu Dhabi, United Arab Emirates","Apr 11, 2014",Lightweight,1,4:20,3,KO/TKO,Red,False,Punches,Ramsey Nijem,Beneil Dariush,2014-04-11
1904,"Abu Dhabi, United Arab Emirates","Apr 11, 2014",Heavyweight,3,5:00,3,U-DEC,Red,False,,Jared Rosholt,Daniel Omielanczuk,2014-04-11
1905,"Abu Dhabi, United Arab Emirates","Apr 11, 2014",Middleweight,1,0:45,3,KO/TKO,Red,False,Punch,Thales Leites,Trevor Smith,2014-04-11
1906,"Abu Dhabi, United Arab Emirates","Apr 11, 2014",Featherweight,3,5:00,3,S-DEC,Blue,False,,Alan Omer,Jim Alers,2014-04-11
1907,"Natal, Rio Grande do Norte, Brazil","Mar 23, 2014",Light Heavyweight,3,1:31,5,KO/TKO,Blue,False,Punch,Mauricio Rua,Dan Henderson,2014-03-23
1908,"Natal, Rio Grande do Norte, Brazil","Mar 23, 2014",Middleweight,1,0:39,3,KO/TKO,Blue,False,Punch,Cezar Ferreira,CB Dollaway,2014-03-23
1909,"Natal, Rio Grande do Norte, Brazil","Mar 23, 2014",Light Heavyweight,3,5:00,3,U-DEC,Red,False,,Fabio Maldonado,Gian Villante,2014-03-23
1910,"Natal, Rio Grande do Norte, Brazil","Mar 23, 2014",Lightweight,3,5:00,3,U-DEC,Red,False,,Michel Prazeres,Mairbek Taisumov,2014-03-23
1911,"Natal, Rio Grande do Norte, Brazil","Mar 23, 2014",Featherweight,1,1:17,3,KO/TKO,Red,False,Punch,Rony Jason,Steven Siler,2014-03-23
1912,"Natal, Rio Grande do Norte, Brazil","Mar 23, 2014",Middleweight,1,0:53,3,KO/TKO,Blue,False,Kick,Ronny Markes,Thiago Santos,2014-03-23
1913,"Natal, Rio Grande do Norte, Brazil","Mar 23, 2014",Flyweight,1,3:07,3,SUB,Red,False,Rear Naked Choke,Jussier Formiga,Scott Jorgensen,2014-03-23
1914,"Natal, Rio Grande do Norte, Brazil","Mar 23, 2014",Welterweight,1,1:45,3,SUB,Blue,False,Rear Naked Choke,Thiago Perpetuo,Kenny Robertson,2014-03-23
1915,"Natal, Rio Grande do Norte, Brazil","Mar 23, 2014",Light Heavyweight,3,5:00,3,S-DEC,Blue,False,,Francimar Barroso,Hans Stringer,2014-03-23
1916,"Natal, Rio Grande do Norte, Brazil","Mar 23, 2014",Featherweight,1,2:39,3,KO/TKO,Red,False,Flying Knee,Godofredo Pepey,Noad Lahat,2014-03-23
1917,"Dallas, Texas, USA","Mar 15, 2014",Welterweight,5,5:00,5,U-DEC,Red,True,,Johny Hendricks,Robbie Lawler,2014-03-15
1918,"Dallas, Texas, USA","Mar 15, 2014",Welterweight,2,2:00,3,KO/TKO,Blue,False,,Carlos Condit,Tyron Woodley,2014-03-15
1919,"Dallas, Texas, USA","Mar 15, 2014",Lightweight,3,5:00,3,U-DEC,Blue,False,,Diego Sanchez,Myles Jury,2014-03-15
1920,"Dallas, Texas, USA","Mar 15, 2014",Welterweight,3,5:00,3,U-DEC,Blue,False,,Jake Shields,Hector Lombard,2014-03-15
1921,"Dallas, Texas, USA","Mar 15, 2014",Light Heavyweight,1,1:29,3,SUB,Red,False,Other - Choke,Ovince Saint Preux,Nikita Krylov,2014-03-15
1922,"Dallas, Texas, USA","Mar 15, 2014",Welterweight,3,5:00,3,S-DEC,Red,False,,Kelvin Gastelum,Rick Story,2014-03-15
1923,"Dallas, Texas, USA","Mar 15, 2014",Women's Bantamweight,3,5:00,3,S-DEC,Blue,False,,Raquel Pennington,Jessica Andrade,2014-03-15
1924,"Dallas, Texas, USA","Mar 15, 2014",Featherweight,3,2:57,3,KO/TKO,Red,False,Knee,Dennis Bermudez,Jimy Hettes,2014-03-15
1925,"Dallas, Texas, USA","Mar 15, 2014",Welterweight,3,5:00,3,S-DEC,Blue,False,,Sean Spencer,Alex Garcia,2014-03-15
1926,"Dallas, Texas, USA","Mar 15, 2014",Lightweight,3,5:00,3,U-DEC,Blue,False,,Renee Forte,Francisco Trevino,2014-03-15
1927,"Dallas, Texas, USA","Mar 15, 2014",Flyweight,3,5:00,3,U-DEC,Blue,False,,Will Campuzano,Justin Scoggins,2014-03-15
1928,"Las Vegas, Nevada, USA","Feb 22, 2014",Women's Bantamweight,1,1:06,5,KO/TKO,Red,True,Knee,Ronda Rousey,Sara McMann,2014-02-22
1929,"Las Vegas, Nevada, USA","Feb 22, 2014",Light Heavyweight,1,1:19,3,KO/TKO,Red,False,Punch,Daniel Cormier,Patrick Cummins,2014-02-22
1930,"Las Vegas, Nevada, USA","Feb 22, 2014",Welterweight,3,5:00,3,U-DEC,Red,False,,Rory MacDonald,Demian Maia,2014-02-22
1931,"Las Vegas, Nevada, USA","Feb 22, 2014",Welterweight,3,4:03,3,KO/TKO,Red,False,Elbows,Mike Pyle,TJ Waldburger,2014-02-22
1932,"Las Vegas, Nevada, USA","Feb 22, 2014",Welterweight,1,3:43,3,KO/TKO,Blue,False,Punches,Robert Whittaker,Stephen Thompson,2014-02-22
1933,"Las Vegas, Nevada, USA","Feb 22, 2014",Women's Bantamweight,3,5:00,3,S-DEC,Red,False,,Alexis Davis,Jessica Eye,2014-02-22
1934,"Las Vegas, Nevada, USA","Feb 22, 2014",Bantamweight,3,5:00,3,U-DEC,Red,False,,Raphael Assuncao,Pedro Munhoz,2014-02-22
1935,"Las Vegas, Nevada, USA","Feb 22, 2014",Bantamweight,3,5:00,3,U-DEC,Blue,False,,Cody Gibson,Aljamain Sterling,2014-02-22
1936,"Las Vegas, Nevada, USA","Feb 22, 2014",Lightweight,1,1:24,3,KO/TKO,Blue,False,Punches,Rafaello Oliveira,Erik Koch,2014-02-22
1937,"Las Vegas, Nevada, USA","Feb 22, 2014",Lightweight,3,5:00,3,S-DEC,Red,False,,Ernest Chavez,Yosdenis Cedeno,2014-02-22
1938,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Middleweight,5,5:00,5,U-DEC,Red,False,,Lyoto Machida,Gegard Mousasi,2014-02-15
1939,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Middleweight,3,5:00,3,U-DEC,Red,False,,Jacare Souza,Francis Carmont,2014-02-15
1940,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Welterweight,1,0:52,3,KO/TKO,Red,False,Punches,Erick Silva,Takenori Sato,2014-02-15
1941,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Featherweight,3,2:40,3,SUB,Red,False,Triangle Choke,Charles Oliveira,Andy Ogle,2014-02-15
1942,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Lightweight,3,5:00,3,U-DEC,Blue,False,,Cristiano Marcello,Joe Proctor,2014-02-15
1943,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Lightweight,3,5:00,3,U-DEC,Red,False,,Rodrigo Damm,Ivan Jorge,2014-02-15
1944,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Lightweight,3,5:00,3,S-DEC,Red,False,,Francisco Trinaldo,Jesse Ronson,2014-02-15
1945,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Bantamweight,3,5:00,3,S-DEC,Red,False,,Iuri Alcantara,Wilson Reis,2014-02-15
1946,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Featherweight,3,5:00,3,U-DEC,Red,False,,Felipe Arantes,Maximo Blanco,2014-02-15
1947,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Welterweight,3,5:00,3,S-DEC,Red,False,,Ildemar Alcantara,Albert Tumenov,2014-02-15
1948,"Jaragua do Sul, Santa Catarina, Brazil","Feb 15, 2014",Featherweight,3,5:00,3,U-DEC,Blue,False,,Douglas Silva de Andrade,Zubaira Tukhugov,2014-02-15
1949,"Chicago, Illinois, USA","Jan 25, 2014",Lightweight,5,5:00,5,S-DEC,Red,False,,Benson Henderson,Josh Thomson,2014-01-25
1950,"Chicago, Illinois, USA","Jan 25, 2014",Heavyweight,3,5:00,3,U-DEC,Red,False,,Stipe Miocic,Gabriel Gonzaga,2014-01-25
1951,"Chicago, Illinois, USA","Jan 25, 2014",Lightweight,1,4:40,3,KO/TKO,Red,False,Kick,Donald Cerrone,Adriano Martins,2014-01-25
1952,"Chicago, Illinois, USA","Jan 25, 2014",Featherweight,3,5:00,3,U-DEC,Blue,False,,Darren Elkins,Jeremy Stephens,2014-01-25
1953,"Chicago, Illinois, USA","Jan 25, 2014",Bantamweight,3,4:39,3,SUB,Red,False,Rear Naked Choke,Alex Caceres,Sergio Pettis,2014-01-25
1954,"Chicago, Illinois, USA","Jan 25, 2014",Bantamweight,2,4:16,3,KO/TKO,Red,False,Punches,Eddie Wineland,Yves Jabouin,2014-01-25
1955,"Chicago, Illinois, USA","Jan 25, 2014",Lightweight,2,4:56,3,KO/TKO,Red,False,Kick,Daron Cruickshank,Mike Rio,2014-01-25
1956,"Chicago, Illinois, USA","Jan 25, 2014",Welterweight,3,5:00,3,U-DEC,Red,False,,George Sullivan,Mike Rhodes,2014-01-25
